dedup_id,title,status,decision,decision_basis,candidate_topics,reason,module_decisions,module_exclusion_codes,screening_mode,title_only_decision,title_only_exclusion_code
D0094750,TELLTALE OF A SUPPLY CHAIN DISRUPTION: THE DAY WE LOST LACTATED RINGER'S: DO WE HAVE A SUBSTITUTE?,complete,REVIEW,topic_unclear,cyclone,"Mentions Hurricane Helene as supply chain disruption; not direct exposure study, but cyclone candidate.","{""cyclone"":""EXCLUDE""}","{""cyclone"":""non_original""}",title_abstract,,
D0094816,FIREFIGHTER'S FINAL FUNGAL FIGHT: A RARE PULMONARY CRYPTOCOCCAL CASE WITH IMMUNOCOMPETENT FIREFIGHTER LEADS TO DIFFUSE PULMONARY HEMORRHAGE,complete,REVIEW,topic_unclear,cyclone,Case report mentions hurricane exposure as context for fungal infection; cyclone topic plausibly present but not central.,"{""cyclone"":""EXCLUDE""}","{""cyclone"":""wrong_exposure""}",title_abstract,,
D0094880,THE RACE AGAINST HYPOXIA: NONCARDIOGENIC PULMONARY EDEMA FOLLOWING A MARATHON,complete,REVIEW,topic_unclear,temperature,Case report of marathon-related pulmonary edema; cold ambient temperature noted but not primary exposure.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_outcome""}",title_abstract,,
D0095009,THE THREE Cs: COMA IN THE COLD DUE TO CARBON MONOXIDE POISONING,complete,REVIEW,topic_unclear,,"Carbon monoxide poisoning case, no ambient temperature or climate hazard mentioned.",{},{},title_abstract,,
D0095057,WORKING CONDITIONS AND HEALTH STATUS OF FIXED NIGHT SHIFT WORKERS AT LOGISTICS CENTERS,complete,REVIEW,topic_unclear,temperature,Night shift logistics workers lack protection from extreme cold or heat; reports poor physical and mental health.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0095114,"Supporting the well-being of nurses, paramedics, and firefighters during external crises by managing workload: an umbrella review",complete,REVIEW,topic_unclear,,No named environmental hazard; well-being of first responders during generic external crises.,{},{},title_abstract,,
D0095132,Risk perception of heatwaves modifies the association between high-temperature exposure and maternal anxiety for fetal health,complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Single-wave cross-sectional survey with retrospective temperature exposure; design eligibility for estimating hazard effect is ambiguous.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0095146,Financial implications of natural hazards for public hospitals: why does disaster insurance matter?,complete,REVIEW,topic_unclear,flood|wildfire,Financial risk study identifies floods and fires as hazards; fires ambiguous wildfire signal.,"{""flood"":""EXCLUDE"",""wildfire"":""EXCLUDE""}","{""flood"":""wrong_outcome"",""wildfire"":""wrong_outcome""}",title_abstract,,
D0095207,441 Fluid Conservation: A Systematic Emergency Department Approach to Fluid Shortages,complete,REVIEW,topic_unclear,cyclone,Study describes ED response to IV fluid shortage caused by Hurricane Helene; no mental health signals.,"{""cyclone"":""EXCLUDE""}","{""cyclone"":""wrong_exposure""}",title_abstract,,
D0095216,488 Emergency Department Length of Stay Before and After Fluid Restrictive Strategy Due to IV Fluid Shortage,complete,REVIEW,topic_unclear,cyclone,Hurricane Helene caused an IV fluid shortage that prompted a fluid-restrictive strategy; no direct cyclone-mental health focus.,"{""cyclone"":""EXCLUDE""}","{""cyclone"":""wrong_exposure""}",title_abstract,,
D0095220,In the line of fire: Sleep well as the first step of care,complete,REVIEW,title_only_unclear,,Title ambiguous; no clear evidence of exclusion or eligibility.,{},{},title_only,REVIEW,NA
D0095239,"1374 Differences in Perceptions of Climate Change and Its Impact on Health Among Pharmacists, Physicians, and Nurses",complete,REVIEW,topic_unclear,flood,Comparing health professionals' perceptions of climate change impacts; explicit mention of harm from floods.,"{""flood"":""EXCLUDE""}","{""flood"":""wrong_outcome""}",title_abstract,,
D0095252,Screening for PTSD in first responders: Turkish adaptation and psychometric validation of the primary care PTSD screen forDSM-5,complete,REVIEW,topic_unclear,,Firefighter PTSD screening validation; no named natural hazard topic.,{},{},title_abstract,,
D0095257,Caring for Our Community in a Changing Global Climate: The Impact of Extreme Heat Events on Morbidity and Mortality in Individuals Diagnosed With Schizophrenia,complete,REVIEW,title_only_unclear,,Title suggests heat exposure in schizophrenia population but outcome unclear; needs abstract.,{},{},title_only,REVIEW,NA
D0095267,Pharmacists on the frontline: Enhancing disaster and epidemic preparedness in Asia,complete,REVIEW,topic_unclear,flood|cyclone,"Review of pharmacist disaster preparedness mentions typhoons and floods, but is not a hazard-exposure or mental-health outcome study.","{""cyclone"":""EXCLUDE"",""flood"":""EXCLUDE""}","{""cyclone"":""non_original"",""flood"":""non_original""}",title_abstract,,
D0095278,The Impact of Temperature Variation and Air Pollution on Symptom Severity and Cognitive Function in Bipolar Disorder,complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Study links temperature variation to bipolar symptom severity but design is ambiguous.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0095322,"Climate change, hygiene, and health: a research roadmap for climate adaptation",complete,REVIEW,topic_unclear,drought,"Water scarcity mentioned as a climate impact driver, suggesting possible drought linkage; no other specific hazard named.","{""drought"":""EXCLUDE""}","{""drought"":""non_original""}",title_abstract,,
D0095375,Dementia and extreme heat,complete,REVIEW,title_only_unclear,,Title suggests link between dementia and extreme heat; outcome and design unclear without abstract.,{},{},title_only,REVIEW,NA
D0095386,"Thriving Under Threat: A Scoping Review of Human Thriving in Recurring Potentially Traumatic, Elevated Threat and High Stress Work Environments",complete,REVIEW,topic_unclear,,"No specific hazard topic; focuses on thriving in high-stress, trauma-exposed occupations.",{},{},title_abstract,,
D0095390,Effectiveness of a Mind–Body Intervention at Improving Mental Health and Performance Among Career Firefighters,complete,REVIEW,topic_unclear,,Firefighter mental health intervention study; no named environmental hazard topic present.,{},{},title_abstract,,
D0095399,Effects of Cognitive Behavioral Therapy-Based Educational Intervention Addressing Fine Particulate Matter Exposure on the Mental Health of Elementary School Children,complete,REVIEW,topic_unclear,,"Study concerns fine dust education and mental health, no named climate hazard.",{},{},title_abstract,,
D0095409,Mechanisms of increased pain discrimination by contingent reinforcement: a perceptual decision-making and instrumental learning account,complete,REVIEW,topic_unclear,temperature,"Human experimental heat pain study; not environmental temperature, likely wrong-exposure; no mental health signal.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0095431,Race and sex differences in pressor response to laboratory stressors in patients with chronic kidney disease,complete,REVIEW,topic_unclear,temperature,"Cold pressor test involves manufactured cold exposure, not environmental temperature; ambiguous.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0095434,Global PTSD prevalence among active first responders and trends over recent years: A systematic review and meta-analysis,complete,REVIEW,topic_unclear,,No registered hazard named; mentions routine exposures and large-scale disasters generically.,{},{},title_abstract,,
D0095457,The Hidden Threat: Air Pollution Harming Cardiovascular and Cognitive Health in Older Kidney Transplant Recipients,complete,REVIEW,topic_unclear,,PM2.5 air pollution and cognitive outcomes; no registered hazard topic; quality of life mention unclear.,{},{},title_abstract,,
D0095460,"Air Pollution Contributes to Cognitive Impairment and Dementia Among Older, Minoritized Kidney Transplant Candidates",complete,REVIEW,topic_unclear,,No registered hazard topic; ambient air pollution and cognitive impairment/dementia in humans.,{},{},title_abstract,,
D0095493,"Light, heat and noise - The impact of operating room environmental factors on surgical performance: A systematic review",complete,REVIEW,topic_unclear,temperature,"Systematic review of operating room temperature, lighting, noise on surgical performance; not climate-related.","{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0095499,ANTIDEPRESSANTS INTERACT WITH THE COMPONENTS OF SEX STEROID RECEPTORS,complete,REVIEW,topic_unclear,,No environmental hazard topic; molecular antidepressant study mentions heat-shock proteins only in cellular context.,{},{},title_abstract,,
D0095500,TO EXPLORE THE EFFECT OF PSYCHOPHYSIOLOGICAL MARKERS FOR STRESS REGULATION IN PATIENTS WITH SCHIZOPHRENIA: AN IMPLICATION OF CARDIOVASCULAR RISK,complete,REVIEW,topic_unclear,temperature,Schizophrenia stress-regulation study using cold-water stressor; no environmental hazard but manufactured thermal exposure.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0095510,Geospatial Analysis for Identifying Socially Vulnerable Areas to Natural Disasters,complete,REVIEW,topic_unclear,flood,Mentions floods as a natural hazard in social vulnerability analysis; no other registered hazards.,"{""flood"":""EXCLUDE""}","{""flood"":""wrong_outcome""}",title_abstract,,
D0095590,Identifying smart technology and artificial intelligence solutions for human factors and ergonomic challenges in all-hazard response: A survey study,complete,REVIEW,topic_unclear,,No named hazard topic; all-hazard response with mental well-being signals for emergency responders.,{},{},title_abstract,,
D0095595,Exposure to Fine Particulate Matter During Pregnancy Is Associated With Hippocampal Development in Offspring,complete,REVIEW,topic_unclear,,Prenatal PM2.5 exposure and hippocampal growth; no registered climate hazard topic.,{},{},title_abstract,,
D0095608,External exposome and incident asthma across the life course in 14 European cohorts: a prospective analysis within the EXPANSE project,complete,REVIEW,topic_unclear,temperature,Study links ambient temperature exposure to asthma incidence within urban exposome; temperature is named but not primary focus.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_outcome""}",title_abstract,,
D0095616,Guided Bone Regeneration and Subperiosteal Implants: Innovating an Endosseous Implant via a Large Animal Model,complete,REVIEW,topic_unclear,,No hazard topics mentioned; animal study on dental implants.,{},{},title_abstract,,
D0095632,Air pollution and brain health,complete,REVIEW,title_only_unclear,,Title is ambiguous; air pollution may be wildfire smoke and brain health may include mental health.,{},{},title_only,REVIEW,NA
D0095642,SESSION VII,complete,REVIEW,topic_unclear,wildfire,"Wildfire mentioned only as a context example in arrhythmia research; not the focus, needs review.","{""wildfire"":""EXCLUDE""}","{""wildfire"":""non_original""}",title_abstract,,
D0095649,Climate Change and Human Health Impacts: How Prepared Are We?,complete,REVIEW,title_only_unclear,,Title suggests a general commentary on preparedness; insufficient information for eligibility.,{},{},title_only,REVIEW,NA
D0095654,Racial discrimination and Aboriginal and Torres Strait Islander suicide mortality rates in Queensland,complete,REVIEW,topic_unclear,,Study on racial discrimination and suicide rates; no natural hazard topic mentioned.,{},{},title_abstract,,
D0095666,"HUMAN HEALTH EFFECTS OF INDOOR ENVIRONMENTAL QUALITY, A SCOPING REVIEW",complete,REVIEW,topic_unclear,temperature,"Scoping review of indoor environmental quality, including temperature effects on health and wellbeing; no other hazard topics.","{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0095684,The impact of the Black Summer bushfires and other natural disasters on psychological distress of young people: a population-based cohort analysis based on the Longitudinal Study of Australian Children,complete,REVIEW,eligibility_unclear,wildfire|cyclone,"wildfire: REVIEW - Prospective cohort of adolescents; bushfire exposure and K10 distress; longitudinal analysis unclear. | cyclone: REVIEW - Prospective cohort links disaster exposure, incl. storm/cyclone, to psychological distress; cyclone not isolated from storm.","{""cyclone"":""REVIEW"",""wildfire"":""REVIEW""}","{""cyclone"":""NA"",""wildfire"":""NA""}",title_abstract,,
D0095715,The Impact of Cold Spell Exposures on Mental Health Among Adolescents in China,complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Cross-sectional study with spatial exposure contrast; design eligibility uncertain.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0095726,"Cold Hands, Warm Heart: Quality of Life, Wellbeing, and Mental Health in Raynaud’s Disease – An International Survey Study",complete,REVIEW,topic_unclear,temperature,Raynaud's QoL survey with climate variables; temperature plausibly relevant but not primary hazard.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_design""}",title_abstract,,
D0095765,A sensor-based study on the environmental determinants of sleep in older adults,complete,REVIEW,topic_unclear,,No named hazard topic identified; study examines residential environment and sleep/mental health in older adults.,{},{},title_abstract,,
D0095786,"Shadows in the Air: Mental health vulnerabilities under PM10 and PM2.5, before and after COVID-19",complete,REVIEW,topic_unclear,,"Study focuses on air pollution and mental health; no named disaster topic from the registered list is present, so human review is needed.",{},{},title_abstract,,
D0095810,Climate change and cancer: An ecological evaluation of climate risks for cancer survivors.,complete,REVIEW,topic_unclear,wildfire|flood|cyclone,"Ecological study links climate risks (floods, fires, hurricanes) to cancer mortality; mental health mentioned.","{""cyclone"":""EXCLUDE"",""flood"":""EXCLUDE"",""wildfire"":""EXCLUDE""}","{""cyclone"":""wrong_outcome"",""flood"":""wrong_exposure"",""wildfire"":""wrong_exposure""}",title_abstract,,
D0095817,A novel framework for seasonal affective disorder detection: Comprehensive machine learning analysis using multimodal social media data and SMOTE,complete,REVIEW,topic_unclear,,Study on seasonal affective disorder detection via social media; no named environmental hazard topic.,{},{},title_abstract,,
D0095828,WHEN COLD BECOMES CRITICAL: EDUCATIONAL INSIGHTS FROM A RARE CASE OF RAYNAUD'S PHENOMENON & DACTYLITIS IN INFANCY,complete,REVIEW,topic_unclear,temperature,Case report of infantile Raynaud's triggered by cold exposure; temperature topic plausible but not population-level climate health study.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_outcome""}",title_abstract,,
D0095884,Post-Traumatic stress disorder and post-traumatic growth in firefighters: examining the moderating effects of resilience on occupational safety behaviors,complete,REVIEW,topic_unclear,,"Study on PTSD and safety in firefighters, no specific natural hazard topic mentioned.",{},{},title_abstract,,
D0095895,"Climate change, national vulnerability and personal anxiety among teenagers and adults in 108 countries: an instrumental variable analysis",complete,REVIEW,topic_unclear,,Climate change anxiety study without specific named hazard; mental health focus; no registered topic.,{},{},title_abstract,,
D0095938,"20. Exploring Links Between Past-Month Outdoor Air Pollution Exposure, Adolescent Anxiety, and Peripheral Inflammatory Markers",complete,REVIEW,topic_unclear,,Records PM2.5 air pollution and adolescent anxiety; no named hazard topic among the five.,{},{},title_abstract,,
D0095939,632. Cognitive Control Under Stress: A Vulnerability Mechanism to Adolescent Suicidal Behavior,complete,REVIEW,topic_unclear,,No named climate hazard; study on cognitive control and suicidal behavior in adolescents.,{},{},title_abstract,,
D0095947,Air Pollution and Brain Maturation in Adolescence: Early Biomarkers of Risk for Psychopathology?,complete,REVIEW,topic_unclear,,No registered hazard topic; air pollution exposure and brain development/mental health.,{},{},title_abstract,,
D0095974,The Impact of Pain Tolerance and Grit on Patients with FAI Syndrome: A Prospective Study,complete,REVIEW,topic_unclear,temperature,"Hip surgery pain tolerance study; cold water exposure is a manufactured thermal stimulus, not environmental.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0096007,'-OURSE OF SYSTEMIC LUPUS ERYTHEMATOSUS IN CHILDREN LIVING IN KHARKIV REGION (UKRAINE) DURING THE MILITARY TIME,complete,REVIEW,topic_unclear,temperature,Cold rooms mentioned as cause of SLE activation during wartime; not a direct temperature exposure study.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0096010,SLEEP HEALTH AMONG FARMERS IN IOWA AND NORTH CAROLINA,complete,REVIEW,topic_unclear,temperature|flood|drought,"Farmers' sleep study mentions temperature, drought, and flooding as potential stressors, but hazards are not measured.","{""drought"":""EXCLUDE"",""flood"":""EXCLUDE"",""temperature"":""EXCLUDE""}","{""drought"":""wrong_exposure"",""flood"":""wrong_exposure"",""temperature"":""wrong_outcome""}",title_abstract,,
D0096031,The Impact of Short-Term Pollution Exposure on COVID-19,complete,REVIEW,topic_unclear,wildfire,COVID-19 and air pollution study mentions summer wildfire season and wildfire vs winter pollutants; no mental health.,"{""wildfire"":""EXCLUDE""}","{""wildfire"":""wrong_outcome""}",title_abstract,,
D0096057,Albuterol Nebulization: Unraveling the Risk of Lactic Acidosis in Continuous Therapy,complete,REVIEW,topic_unclear,wildfire,"Mentions patient exposure to Canadian wildfires, but focus is albuterol-induced lactic acidosis.","{""wildfire"":""EXCLUDE""}","{""wildfire"":""wrong_exposure""}",title_abstract,,
D0096064,Genetic Susceptibility on PM2.5 Exposure and Respiratory and Neurobehavioural Health in Children: A Systematic Review,complete,REVIEW,topic_unclear,wildfire,Wildfire mentioned as source of PM2.5 exposure in systematic review of children's health.,"{""wildfire"":""EXCLUDE""}","{""wildfire"":""non_original""}",title_abstract,,
D0096075,Myxedema Coma in the Setting of Respiratory Syncytial Virus Pneumonia,complete,REVIEW,topic_unclear,temperature,Case report mentions cold weather as context; temperature exposure not the focus.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0096082,Association Between Wildfire Smoke Exposure and Psychometric Health Measures: Findings From the Lovelace Smokers Cohort,complete,REVIEW,eligibility_unclear,wildfire,wildfire: REVIEW - Wildfire smoke exposure and mental HRQoL measured; design unclear as cross-sectional vs repeated measures.,"{""wildfire"":""REVIEW""}","{""wildfire"":""NA""}",title_abstract,,
D0096129,Prospective Audit of a New Scanning Handpiece for a Fractional Carbon Dioxide Laser in the Treatment of Hypertrophic Burn Scars,complete,REVIEW,topic_unclear,,Burn scar laser treatment; no environmental hazard topic; quality of life signals mental health review.,{},{},title_abstract,,
D0096132,"Paper: Investigating the Link between Weather Elements and Incident Presentation for a Mental Illness at a Ugandan Tertiary Psychiatric Hospital, a Secondary Data Analysis (17709)",complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - Eligible temperature exposure and psychiatric service use outcome, but design unclear.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0096141,Application Development for Climate Change with PM2.5 and Diseases Surveillance of Thailand: Public Health Surveillance for Climate Change (PHS2C),complete,REVIEW,topic_unclear,wildfire,"PM2.5 attributed to forest burning, but not a natural wildfire event; no named mental health outcomes.","{""wildfire"":""EXCLUDE""}","{""wildfire"":""wrong_outcome""}",title_abstract,,
D0096145,Associations between Pm2.5 from Prescribed Burning and Emergency Department Visits in 11 Southeastern Us States,complete,REVIEW,topic_unclear,wildfire,Study of PM2.5 from prescribed burning and ED visits; a landscape fire but not strictly wildfire.,"{""wildfire"":""EXCLUDE""}","{""wildfire"":""wrong_outcome""}",title_abstract,,
D0096148,Implementation of a wireless sensor network for irrigation management in drip irrigation systems,complete,REVIEW,topic_unclear,drought,Technical irrigation study mentioning water scarcity; drought topic ambiguous but plausible.,"{""drought"":""EXCLUDE""}","{""drought"":""not_human_empirical""}",title_abstract,,
D0096152,Study on comorbidity between post-traumatic stress disorder and depressive symptoms in firefighters,complete,REVIEW,topic_unclear,,Firefighter PTSD and depression study; no named climate or weather hazard topic.,{},{},title_abstract,,
D0096184,,complete,REVIEW,missing_text,,Neither title nor abstract is available.,{},{},no_text,,
D0096191,"Beyond the Smog: Unveiling the Invisible Toll of Air Pollution on the People's Mental Well-Being in Lahore, Pakistan",complete,REVIEW,topic_unclear,,Air pollution/smog and mental health in Lahore; no registered hazard topic named.,{},{},title_abstract,,
D0096224,HEAT STROKE-INDUCED MYOCARDIAL INJURY,complete,REVIEW,topic_unclear,temperature,Heat stroke case from hiking in 90F weather; potential temperature exposure.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_outcome""}",title_abstract,,
D0096238,Exploring Geospatial Barriers and Facilitators to Community Integration Among Burn Injury Survivors 4354,complete,REVIEW,topic_unclear,temperature,Burn injury survivors study mentions extreme heat as neighborhood stressor; not the main exposure or outcome.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0096309,Do pollutants and meteorological factors trigger more psychiatry admissions?,complete,REVIEW,topic_unclear,,"Meteorological factors and pollutants linked to psychiatric admissions, but no specific named hazard topic.",{},{},title_abstract,,
D0096326,Global burden of drowning and risk factors across 204 countries from 1990 to 2021,complete,REVIEW,topic_unclear,temperature,"Study of drowning burden identifies high/low temperature as risk factors, so temperature topic is plausible.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_outcome""}",title_abstract,,
D0096355,The Intersection of Climate Justice and Criminal Justice: Extreme Heat and Health Inequities in Carceral Facilities,complete,REVIEW,title_only_unclear,,Potential extreme heat exposure but mental health outcome and design unclear.,{},{},title_only,REVIEW,NA
D0096359,Connectome-Based Predictive Modeling of PTSD Development among Recent Trauma Survivors,complete,REVIEW,topic_unclear,,"Study on PTSD after diverse traumas; only generic 'large-scale disasters' mentioned, no specific named hazard.",{},{},title_abstract,,
D0096361,Modulation of thermal perception by VR-based visual stimulation to the embodied virtual body,complete,REVIEW,topic_unclear,temperature,Laboratory VR thermal perception study with thermal grill stimulation; not environmental temperature but manufactured thermal exposure likely needs review.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0096410,Urban air pollution and child neurodevelopmental conditions: A systematic bibliometric review,complete,REVIEW,topic_unclear,,No registered hazard topic; human mental health signal present; requires review.,{},{},title_abstract,,
D0096439,"From ‘Airs, Waters, and Places’ to a warming world: Chronic illness, social inequities and the climate crisis",complete,REVIEW,topic_unclear,,Mentions extreme weather and mental health but no named hazard topic.,{},{},title_abstract,,
D0096454,Leptospirosis in humans and animals in Malaysia: A review from 1976 to 2023,complete,REVIEW,topic_unclear,flood,Flood mentioned as a risk factor for leptospirosis; no mental health signal.,"{""flood"":""EXCLUDE""}","{""flood"":""non_original""}",title_abstract,,
D0096470,Evaluating nurses' psychological and operational preparedness for mass-casualty events in Saudi Arabia,complete,REVIEW,topic_unclear,,No specific natural hazard topic named; generic mass-casualty events and natural disasters require human topic review.,{},{},title_abstract,,
D0096491,Profound Role of a Survivor Adaptive Sports Program on Quality of Life and Self Perception,complete,REVIEW,topic_unclear,,Burn survivor retreat study; no named environmental hazard topics.,{},{},title_abstract,,
D0096520,"Associations between residential segregation, ambient air pollution, and hippocampal features in recent trauma survivors",complete,REVIEW,topic_unclear,,"Study on residential segregation, ambient air pollution, and PTSD—no registered hazard topic mentioned.",{},{},title_abstract,,
D0096521,Influence of sustained cognitive loading on finger circulatory and thermoperceptual responsiveness to localized cooling,complete,REVIEW,topic_unclear,temperature,"Laboratory study of local cold-water hand immersion and finger thermovascular responses; not environmental, but requires review.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0096528,Large-scale georeferenced neuroimaging and psychometry data link the urban environmental exposome with brain health,complete,REVIEW,topic_unclear,,Urban exposome study links brain and mental health but no named hazard topic mentioned.,{},{},title_abstract,,
D0096536,Retrospective Study for Safer Management for Citizen’s Marathon: A Medical Support Perspective,complete,REVIEW,topic_unclear,temperature,"Marathon medical study references temperature effects on emergency care, but no direct environmental temperature analysis.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0096556,Hazardous alcohol use and cardiometabolic risk among firefighters,complete,REVIEW,topic_unclear,,No natural hazard named; focuses on alcohol use and cardiometabolic risk in firefighters with mental health moderators.,{},{},title_abstract,,
D0096591,What is the relationship between exposure to environmental pollutants and severe mental disorders? A systematic review on shared biological pathways,complete,REVIEW,topic_unclear,,Review of biological pathways linking environmental pollutants to severe mental disorders; no specific hazard topic named.,{},{},title_abstract,,
D0096664,"Salivary cortisol, protein concentrations, and total salivation following the socially evaluative cold pressor test",complete,REVIEW,topic_unclear,temperature,Laboratory cold pressor stress study measuring cortisol and anxiety; no environmental hazard named.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0096676,Professional firefighters: Findings from the National Wellness Survey for Public Safety Personnel,complete,REVIEW,topic_unclear,,No natural hazard topic; occupational stress and mental health survey of firefighters.,{},{},title_abstract,,
D0096695,Transportation and biomass combustion (including from wildfires) are air pollution sources associated with stroke incidence among women in the California Teachers Study cohort (2000-2018),complete,REVIEW,topic_unclear,wildfire,Air pollution study links PM2.5 from biomass combustion including wildfires to stroke; no mental health outcome.,"{""wildfire"":""EXCLUDE""}","{""wildfire"":""wrong_outcome""}",title_abstract,,
D0096707,"A New Model of Depression: Earthquake-induced Stress, Anxiety and Depression",complete,REVIEW,topic_unclear,,"Earthquake-induced stress animal model; no registered hazard topic, but mental health signal present.",{},{},title_abstract,,
D0096785,Short-Term Effect of Air Pollution on Daily Hospital Visits for Anxiety Disorders in Southern China with Low Pollution Concentrations,complete,REVIEW,topic_unclear,,"Air pollution and anxiety disorder hospital visits, no named hazard topic applicable.",{},{},title_abstract,,
D0096795,Psychological repercussions of PM air pollution in human aging: a comprehensive review of urban and rural environments,complete,REVIEW,topic_unclear,,"Review of PM air pollution effects on aging behaviors, depression, anxiety; no registered hazard topic named.",{},{},title_abstract,,
D0096827,Associated factors for exertional heat exhaustion-related symptoms among amateur golfers in Japan: A retrospective case-control study,complete,REVIEW,topic_unclear,temperature,Heat illness among golfers in hot weather; temperature topically plausible but not clear environmental exposure.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_outcome""}",title_abstract,,
D0096832,Outdoor air pollution and psychiatric symptoms in adolescents: a study of peripheral inflammatory marker associations,complete,REVIEW,topic_unclear,,"No registered hazard topic; PM2.5 air pollution and adolescent anxiety/depression, unnamed hazard.",{},{},title_abstract,,
D0096848,Quantitative impact of human casualties and buildings damaged by the 2011 Tohoku Earthquake off the Pacific coast on the sex ratio at birth,complete,REVIEW,topic_unclear,,Earthquake/tsunami study on sex ratio and mental stress; no listed climate hazard topics.,{},{},title_abstract,,
D0096861,"The effects of a socially evaluated cold press stressor on inhibitory gating, bradykinesia, and tremor in persons with Parkinson’s disease",complete,REVIEW,topic_unclear,temperature,"Human lab study using cold pressor stressor; suggests manufactured cold exposure, not clearly environmental; needs review.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0096879,Impact of Changes in Lifestyle and Psychological Factors on the Incidence of Metabolic Syndrome after the Great East Japan Earthquake: Follow-up of the Fukushima Health Management Survey,complete,REVIEW,topic_unclear,,"Earthquake/nuclear accident, not matching hazard topics; includes psychological distress in residents.",{},{},title_abstract,,
D0096881,ALLEVIATING NEUROSURGICAL DISEASE BURDEN FROM WAKE OF PANDEMIC TO HAVOC OF FLOODING IN PAKISTAN. NEUROSURGICAL RURAL OUTREACH SURVEY TO MEET GLOBAL NEUROSURGERY CHALLENGES,complete,REVIEW,topic_unclear,flood,Title mentions flooding in Pakistan; study focuses on neurosurgical disease burden in rural areas.,"{""flood"":""EXCLUDE""}","{""flood"":""wrong_exposure""}",title_abstract,,
D0096913,Environmental regulation and mental well-being: Evidence from China's air pollution prevention and control action plan,complete,REVIEW,topic_unclear,,Air pollution regulation and mental health; no named natural hazard topics.,{},{},title_abstract,,
D0096917,Does the household clean energy transition benefit the mental health of the elderly in rural China? Evidence from China health and retirement longitudinal study,complete,REVIEW,topic_unclear,,Coal-to-gas household energy transition and indoor air pollution effects on elderly mental health; no registered climate hazard topic.,{},{},title_abstract,,
D0096938,Climate Change and Violence Against Women,complete,REVIEW,topic_unclear,temperature,Broad climate change impacts on violence; only general global warming relates to temperature topic.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0096975,"THE HIDDEN WILDFIRE IN THE WORKPLACE-INVESTIGATING BURNOUT AMONG RESIDENT PHYSICIANS IN PESHAWAR, PAKISTAN",complete,REVIEW,topic_unclear,,"Title uses 'wildfire' metaphorically; study is about physician burnout, no actual hazard topic.",{},{},title_abstract,,
D0096978,Health and Safety Workforces: Specific Exposome Means Specific Occupational Attention,complete,REVIEW,title_only_unclear,,Title lacks clear indication of climate hazard or mental-health outcome; relevance unclear.,{},{},title_only,REVIEW,NA
D0096992,Health rights of inmates in correctional facilities in Korea as of 2016: a cross-sectional study,complete,REVIEW,topic_unclear,temperature,Insufficient cooling suggests thermal health risk; mental health and correctional population signals present.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0096997,Adoption of a Holistic Approach to Minimize the Impact of Climate‑induced Cardiovascular Diseases,complete,REVIEW,topic_unclear,,"General climate change discussion, no named hazard topic mentioned; only human health focus.",{},{},title_abstract,,
