dedup_id,title,status,decision,decision_basis,candidate_topics,reason,module_decisions,module_exclusion_codes,screening_mode,title_only_decision,title_only_exclusion_code
D0107127,Natural Disasters: Looking at the Consequences.,complete,REVIEW,title_only_unclear,,Title is too generic; unclear if concerns eligible hazard and measured mental-health outcome.,{},{},title_only,REVIEW,NA
D0107128,Natural disasters: Looking at the consequences,complete,REVIEW,title_only_unclear,,Generic natural disaster consequences title; mental health exposure/outcome unclear.,{},{},title_only,REVIEW,NA
D0107129,Natural Disasters: Looking at the Consequences,complete,REVIEW,title_only_unclear,,"Title is generic and does not specify hazard, outcome, or design.",{},{},title_only,REVIEW,NA
D0107250,[Not Available].,complete,REVIEW,title_only_unclear,,No title or abstract content available for screening.,{},{},title_only,REVIEW,NA
D0107305,Is there such a thing as post-flood syndrome?,complete,REVIEW,title_only_unclear,,"Title ambiguous; no abstract; potential flood-related mental health topic, but unclear if empirical.",{},{},title_only,REVIEW,NA
D0107306,Is there such a thing as post-flood syndrome?,complete,REVIEW,title_only_unclear,,Title-only record; title suggests possible flood-related health outcome but lacks sufficient detail.,{},{},title_only,REVIEW,NA
D0107377,Disaster Medicine: Public Health Threats Associated With Disasters,complete,REVIEW,topic_unclear,,Disaster medicine overview; no specific hazard type identified despite disaster exposure examples.,{},{},title_abstract,,
D0107391,Post-Traumatic Stress Disorder Symptoms and Their Predictors in Earthquake or Fire Survivors,complete,REVIEW,title_only_unclear,,"Title mentions earthquake/fire, not clearly eligible climate hazard; design unclear.",{},{},title_only,REVIEW,NA
D0107598,The Health Effects of Climate Change on Children: Pediatricians Must Be Part of the Solution.,complete,REVIEW,topic_unclear,temperature,Heat-related illnesses and unspecified weather disasters linked to child PTSD; disaster type unidentified.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0107946,"Public health consequences of a flood disaster - Iowa, 1993",complete,REVIEW,title_only_unclear,,Title mentions flood disaster and public health consequences; insufficient information to judge eligibility.,{},{},title_only,REVIEW,NA
D0108128,Minerva,complete,REVIEW,title_only_unclear,,"Title 'Minerva' provides no information about exposure, outcome, or design.",{},{},title_only,REVIEW,NA
D0108129,Minerva,complete,REVIEW,title_only_unclear,,Title alone provides insufficient information to determine eligibility.,{},{},title_only,REVIEW,NA
D0108130,Minerva,complete,REVIEW,title_only_unclear,,Title provides no relevant information; abstract missing.,{},{},title_only,REVIEW,NA
D0108131,Minerva,complete,REVIEW,title_only_unclear,,Title alone insufficient to determine eligibility.,{},{},title_only,REVIEW,NA
D0108132,Minerva,complete,REVIEW,title_only_unclear,,Title merely 'Minerva'; no evidence for or against eligibility.,{},{},title_only,REVIEW,NA
D0108133,Minerva,complete,REVIEW,title_only_unclear,,Title alone is uninformative and does not clearly indicate eligibility or exclusion.,{},{},title_only,REVIEW,NA
D0108134,Minerva,complete,REVIEW,title_only_unclear,,No abstract; title alone insufficient.,{},{},title_only,REVIEW,NA
D0108135,Minerva,complete,REVIEW,title_only_unclear,,"Title alone provides no information on exposure, outcome, or design; potentially relevant but ambiguous.",{},{},title_only,REVIEW,NA
D0108163,Coping as a predictor of outcomes following the 1993 midwest flood,complete,REVIEW,eligibility_unclear,flood,"flood: REVIEW - Longitudinal post-flood survey on coping predictors; flood exposure only a covariate, no pre-event baseline.","{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0108213,Rehabilitation of victims of natoral disasters,complete,REVIEW,topic_unclear,cyclone|flood|wildfire,Study of natural disaster victims; broad 'natural disasters' leaves unresolved hazard types beyond hurricane/flood/fire.,"{""cyclone"":""EXCLUDE"",""flood"":""EXCLUDE"",""wildfire"":""EXCLUDE""}","{""cyclone"":""non_original"",""flood"":""non_original"",""wildfire"":""non_original""}",title_abstract,,
D0108430,An attempt to prevent the sequelae of the posttraumatic stress disorder. Experience from the 1997 flood in Moravia,complete,REVIEW,title_only_unclear,,"Title suggests flood-related PTSD prevention but abstract missing, design unclear.",{},{},title_only,REVIEW,NA
D0108850,Weather and health,complete,REVIEW,title_only_unclear,,Title too generic to determine eligibility; requires abstract or full text.,{},{},title_only,REVIEW,NA
D0108851,Weather and health,complete,REVIEW,title_only_unclear,,Title is too generic to determine eligibility; no abstract available.,{},{},title_only,REVIEW,NA
D0108941,More on IDET [1],complete,REVIEW,title_only_unclear,,"Title ambiguous, no abstract; cannot determine eligibility.",{},{},title_only,REVIEW,NA
D0109021,Childhood Posttraumatic Stress Disorder and Efforts to Cope After Hurricane Floyd,complete,REVIEW,title_only_unclear,,"Title suggests hurricane exposure and PTSD, but design unclear without abstract.",{},{},title_only,REVIEW,NA
D0109139,A summer of heat wave,complete,REVIEW,title_only_unclear,,"Title only mentions heat wave; no abstract, outcome or design info.",{},{},title_only,REVIEW,NA
D0109151,Lessons learned from a heat wave (4),complete,REVIEW,title_only_unclear,,"Title-only record; unclear whether original empirical human study, with no exposure/outcome/design details.",{},{},title_only,REVIEW,NA
D0109152,Lessons learned from a heat wave (4),complete,REVIEW,title_only_unclear,,"Title suggests commentary or lessons learned; lacks explicit empirical design, exposure, or outcome details.",{},{},title_only,REVIEW,NA
D0109154,Lessons learned from a heat wave (2),complete,REVIEW,title_only_unclear,,"Title suggests heat wave lessons, but no abstract; insufficient info to determine eligibility.",{},{},title_only,REVIEW,NA
D0109155,Lessons learned from a heat wave (2),complete,REVIEW,title_only_unclear,,Title mentions heat wave but no outcome or design information; insufficient to exclude.,{},{},title_only,REVIEW,NA
D0109306,Psychosocial effects of a natural disaster: A post-flood assessment in the Red River valley,complete,REVIEW,eligibility_unclear,flood,flood: REVIEW - Post-flood survey with cross-sectional design; exposure contrast present but hazard-effect estimation unclear.,"{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0109338,Flood problems from Noah to Venice,complete,REVIEW,title_only_unclear,,Title suggests historical/general discussion of floods; no mental-health or empirical signal; insufficient info.,{},{},title_only,REVIEW,NA
D0109387,Relationships between metal stress and cerebrovascular diseases of colony after disaster,complete,REVIEW,eligibility_unclear,flood,"flood: REVIEW - Flood exposure, SCL-90 mental stress measured, but outcome vs predictor unclear; design ambiguous.","{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0109404,Target the weather,complete,REVIEW,title_only_unclear,,Title is ambiguous; no eligible exposure/outcome/design identifiable.,{},{},title_only,REVIEW,NA
D0109413,Research on heat wave (3),complete,REVIEW,title_only_unclear,,"Title suggests heat wave exposure but no outcome, design, or population specified.",{},{},title_only,REVIEW,NA
D0109414,Research on heat wave (3),complete,REVIEW,title_only_unclear,,Title mentions heat wave but lacks outcome and design details; insufficient to judge eligibility.,{},{},title_only,REVIEW,NA
D0109429,February focus,complete,REVIEW,title_only_unclear,,"Title offers no information about exposure, outcome, or design.",{},{},title_only,REVIEW,NA
D0109430,February focus,complete,REVIEW,title_only_unclear,,Title 'February focus' provides no clear eligibility information.,{},{},title_only,REVIEW,NA
D0109431,Hot flashes ... in January,complete,REVIEW,title_only_unclear,,Title is ambiguous; may refer to temperature or unrelated hot flashes. No abstract provided.,{},{},title_only,REVIEW,NA
D0109614,The cold truth,complete,REVIEW,title_only_unclear,,Title is ambiguous; may refer to cold temperature but no clear exposure or outcome stated.,{},{},title_only,REVIEW,NA
D0109703,Hurricane Katrina. Aftershocks.,complete,REVIEW,title_only_unclear,,Title mentions Hurricane Katrina but no clear outcome or design; ambiguous.,{},{},title_only,REVIEW,NA
D0109704,Hurricane Katrina. Aftershocks.,complete,REVIEW,title_only_unclear,,Title suggests Hurricane Katrina mental-health aftereffects but lacks abstract and outcome/design detail.,{},{},title_only,REVIEW,NA
D0109760,Individual differences as moderators of posttraumatic stress symptoms experienced after flood: The role of temperament and coping styles,complete,REVIEW,eligibility_unclear,flood,"flood: REVIEW - Flood victims with PTSD; design unclear from abstract, possibly cross-sectional.","{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0109799,In from the cold.,complete,REVIEW,title_only_unclear,,Title is ambiguous; no clear hazard or outcome information.,{},{},title_only,REVIEW,NA
D0109800,In from the cold.,complete,REVIEW,title_only_unclear,,"Title ambiguous; no clear hazard, outcome, or design information.",{},{},title_only,REVIEW,NA
D0109828,Dread all about it: Suicide as portrayed in the Chicago Tribune 1852-1872,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Abstract discusses suicide rates after Hurricane Katrina but design/originality unclear.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0109843,Crisis not over for hurricane victims.,complete,REVIEW,title_only_unclear,,Title alone suggests hurricane impact but no clear eligible outcome or design; insufficient to exclude.,{},{},title_only,REVIEW,NA
D0109844,Crisis not over for hurricane victims.,complete,REVIEW,title_only_unclear,,Title suggests hurricane victims but no measurable mental-health outcome or design info; insufficient.,{},{},title_only,REVIEW,NA
D0109964,The 'smallwood report': Method or madness?,complete,REVIEW,title_only_unclear,,Title alone ambiguous; no evidence of eligible hazard or outcome.,{},{},title_only,REVIEW,NA
D0109965,The 'smallwood report': Method or madness?,complete,REVIEW,title_only_unclear,,Title is ambiguous; no abstract available and no clear eligible signal.,{},{},title_only,REVIEW,NA
D0110063,Compassion fatigue,complete,REVIEW,title_only_unclear,,"Title only, no abstract; potential mental-health outcome but exposure unclear.",{},{},title_only,REVIEW,NA
D0110064,Compassion fatigue,complete,REVIEW,title_only_unclear,,Title only 'Compassion fatigue' lacks hazard and outcome detail; cannot determine eligibility.,{},{},title_only,REVIEW,NA
D0110089,Mental health the biggest worry for flood area GPs,complete,REVIEW,title_only_unclear,,"Title suggests flood-related mental health concern, but no abstract and unclear if original empirical study.",{},{},title_only,REVIEW,NA
D0110097,Unearthing the most vulnerable: Pychological impact of natural disasters,complete,REVIEW,title_only_unclear,,Title suggests study of psychological impact of natural disasters; insufficient information to determine eligibility.,{},{},title_only,REVIEW,NA
D0110098,Unearthing the most vulnerable: Pychological impact of natural disasters,complete,REVIEW,title_only_unclear,,"Title suggests natural disaster and psychological impact, but no abstract to assess eligibility.",{},{},title_only,REVIEW,NA
D0110225,Casting a cold but hopeful eye,complete,REVIEW,title_only_unclear,,"Title is ambiguous; no eligible hazard, outcome, or design discernible.",{},{},title_only,REVIEW,NA
D0110226,Casting a cold but hopeful eye,complete,REVIEW,title_only_unclear,,Title is metaphorical and provides insufficient information to determine eligibility.,{},{},title_only,REVIEW,NA
D0110282,City of New Orleans employees: Building a healthier future in wake of Katrina,complete,REVIEW,title_only_unclear,,Title mentions post-Katrina employee health but no clear outcome or design; insufficient for screening.,{},{},title_only,REVIEW,NA
D0110283,City of New Orleans employees: Building a healthier future in wake of Katrina,complete,REVIEW,title_only_unclear,,Title mentions post-Katrina employee health program but hazard/outcome/design unclear; no abstract.,{},{},title_only,REVIEW,NA
D0110284,"Rising water, rising anxiety",complete,REVIEW,title_only_unclear,,Title suggests flood and anxiety but lacks detail; no abstract.,{},{},title_only,REVIEW,NA
D0110285,"Rising water, rising anxiety",complete,REVIEW,title_only_unclear,,"Title suggests flood exposure and anxiety, but no abstract; insufficient information for eligibility.",{},{},title_only,REVIEW,NA
D0110301,China and Myanmar: The distress of people in sight,complete,REVIEW,title_only_unclear,,"Title is vague; no clear hazard or outcome, potentially relevant but insufficient.",{},{},title_only,REVIEW,NA
D0110353,Cold comfort in the land of fires,complete,REVIEW,title_only_unclear,,"Title is ambiguous, no abstract available; cannot determine eligibility.",{},{},title_only,REVIEW,NA
D0110361,Stress and cardiovascular disease: Lessons from Katrina,complete,REVIEW,topic_unclear,,"Disaster exposure discussed, but specific hazard type not identified; title references Katrina without explicit hazard classification.",{},{},title_abstract,,
D0110477,"Climate change, direct heat exposure, health and well-being in low and middle-income countries",complete,REVIEW,title_only_unclear,,"Title suggests heat exposure and wellbeing in LMICs, but design/empirical status unclear.",{},{},title_only,REVIEW,NA
D0110569,Effects on health of volunteers deployed during a disaster,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Longitudinal post-deployment survey without pre-event baseline; unclear hazard-outcome contrast.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0110718,The heat targets,complete,REVIEW,title_only_unclear,,Title insufficient; potentially related to heat but no clear exposure/outcome.,{},{},title_only,REVIEW,NA
D0110719,The heat targets,complete,REVIEW,title_only_unclear,,Title is ambiguous; no abstract to assess eligibility.,{},{},title_only,REVIEW,NA
D0110804,Doctors and climate change,complete,REVIEW,title_only_unclear,,"Title ambiguous, no clear hazard or mental health outcome mentioned.",{},{},title_only,REVIEW,NA
D0110835,Drought (2009): A public health challenge in India,complete,REVIEW,title_only_unclear,,Title suggests drought-related public health issue but no outcome or design details; potentially relevant.,{},{},title_only,REVIEW,NA
D0110836,Drought (2009): A public health challenge in India,complete,REVIEW,title_only_unclear,,No abstract; title suggests drought as a public health challenge but outcome/design unclear.,{},{},title_only,REVIEW,NA
D0110910,Come in from the cold,complete,REVIEW,title_only_unclear,,Title too vague to determine eligibility,{},{},title_only,REVIEW,NA
D0110911,Come in from the cold,complete,REVIEW,title_only_unclear,,"Title ambiguous; no clear hazard, outcome, or design, and no abstract available.",{},{},title_only,REVIEW,NA
D0111043,GMES space component data access and its role in coordinated environmental information supply,complete,REVIEW,topic_unclear,,Psycho-social effects from unspecified natural disasters; hazard type unresolved.,{},{},title_abstract,,
D0111073,Trauma and stress in Romany 6 years after floods in 2002 - Experiences from the focus groups,complete,REVIEW,eligibility_unclear,flood,"flood: REVIEW - Post-flood IES-R comparison among Romany, Czech, controls; design unclear cross-sectional.","{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0111249,Helsinki -20 degrees C.,complete,REVIEW,title_only_unclear,,Title mentions cold temperature but no outcome or design details; insufficient information.,{},{},title_only,REVIEW,NA
D0111250,Helsinki -20 degrees C.,complete,REVIEW,title_only_unclear,,Title indicates ambient cold exposure but no outcome or design info; abstract missing.,{},{},title_only,REVIEW,NA
D0111259,Assessment of traumatic symptoms in adults emerging after hurricane çubuk,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Hurricane cohort with repeated PTSD measures but no pre-event baseline or exposure contrast.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0111260,Assessment of traumatic symptoms in adults emerging after hurricane çubuk,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Longitudinal post-hurricane PTSD study but no pre-event baseline or exposure variation; design ambiguous.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0111272,Talking about traumatic events cross-cultural investigation,complete,REVIEW,topic_unclear,,"Traumatic event survivors; disaster type not identified; floods, earthquakes, and man-made disasters are examples, not confirmed exposures.",{},{},title_abstract,,
D0111306,Mass trauma: Impact and recovery issues,complete,REVIEW,topic_unclear,flood|wildfire,Mass trauma book; broad natural disasters incl. earthquakes/avalanches not covered by flood/wildfire.,"{""flood"":""EXCLUDE"",""wildfire"":""EXCLUDE""}","{""flood"":""non_original"",""wildfire"":""non_original""}",title_abstract,,
D0111312,Modelling and simulating social vulnerability under the influence of climate change in the cordillera Blanca (Peru),complete,REVIEW,topic_unclear,,Climate change and natural hazards affect populations near glaciers; hazard type unresolved.,{},{},title_abstract,,
D0111357,Further thought required,complete,REVIEW,title_only_unclear,,"Title provides no information on exposure, outcome, or design; cannot assess eligibility.",{},{},title_only,REVIEW,NA
D0111358,Further thought required,complete,REVIEW,title_only_unclear,,Title provides no topic information; eligibility cannot be judged.,{},{},title_only,REVIEW,NA
D0111368,The burden of disaster: Part I. challenges and opportunities within a child's social ecology,complete,REVIEW,topic_unclear,,Disaster affects children's social ecology and mental health; disaster type is not specified.,{},{},title_abstract,,
D0111369,The burden of disaster: Part I. challenges and opportunities within a child's social ecology,complete,REVIEW,topic_unclear,,"Children's reactions to disasters are discussed, but disaster type is unidentified.",{},{},title_abstract,,
D0111534,[Biorhythmic markers of stress and dysadaptation condition at work on a rotational basis in the north].,complete,REVIEW,topic_unclear,,"Potential climate-related stress in northern regions; exact hazard type (e.g., cold) unidentified.",{},{},title_abstract,,
D0111824,Psychiatric consequences of disasters in Italy: A systematic review,complete,REVIEW,topic_unclear,flood,"Systematic review on psychiatric outcomes after natural disasters; flood is mentioned, but overall disaster types remain unspecified.","{""flood"":""EXCLUDE""}","{""flood"":""non_original""}",title_abstract,,
D0111826,Psychiatric consequences of disasters in Italy: A systematic review,complete,REVIEW,topic_unclear,,Systematic review of psychiatric consequences of natural disasters in Italy; specific disaster type not identified.,{},{},title_abstract,,
D0111836,"Impact on agriculture and farmers due to climate abnormalities in Prakasam District, Andhra Pradesh, India",complete,REVIEW,eligibility_unclear,temperature|cyclone|drought,temperature: EXCLUDE - Study examines rainfall/precipitation effects on farmers' suicides; no temperature exposure. | cyclone: EXCLUDE - Study focuses on precipitation patterns and farmer suicides; cyclonic storms only mentioned as background. | drought: REVIEW - Drought and farmer suicides mentioned but design unclear; likely descriptive case study.,"{""cyclone"":""EXCLUDE"",""drought"":""REVIEW"",""temperature"":""EXCLUDE""}","{""cyclone"":""wrong_exposure"",""drought"":""NA"",""temperature"":""wrong_exposure""}",title_abstract,,
D0112029,"10 years after Katrina, New Orleans has transformed primary care, behavioral health",complete,REVIEW,title_only_unclear,,"Title suggests post-Katrina commentary on health system transformation; outcome and design unclear, no abstract.",{},{},title_only,REVIEW,NA
D0112227,Cyclone (or Depression),complete,REVIEW,title_only_unclear,,Ambiguous title: could refer to cyclone exposure or depression; insufficient information.,{},{},title_only,REVIEW,NA
D0112272,An attempt to define seasonality of psychophysical symptoms occurrence among the inhabitants of warsaw on the basis of one-year survey,complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - One-year survey links weather to psychophysical symptoms; exposure not clearly temperature, design lacks detail.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0112360,"Heatwave, mental health-substance use",complete,REVIEW,title_only_unclear,,Title mentions heatwave and mental health-substance use; potentially relevant but no abstract to assess design/outcome.,{},{},title_only,REVIEW,NA
D0112427,"Understanding long term community psychosocial needs of children and adolescent survivors of a natural disaster: One decade after 2005, 'Snow-Tsunami'in Kashmir",complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Cross-sectional post-disaster study with exposed/unexposed comparison; snowstorm exposure and design eligibility need review.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0112464,Weathering Katrina: Culture and recovery among Vietnamese Americans,complete,REVIEW,eligibility_unclear,cyclone|flood,cyclone: REVIEW - Post-hurricane recovery study with longitudinal data; design lacks clear exposure contrast. | flood: REVIEW - Longitudinal post-flood recovery study with interviews; design unclear for estimating flood effect on mental health.,"{""cyclone"":""REVIEW"",""flood"":""REVIEW""}","{""cyclone"":""NA"",""flood"":""NA""}",title_abstract,,
D0112594,Keepping women's health in check,complete,REVIEW,title_only_unclear,,Title too vague to determine eligibility; no abstract provided.,{},{},title_only,REVIEW,NA
D0112595,Keepping women's health in check,complete,REVIEW,title_only_unclear,,Title-only record about women's health check; no clear climate hazard or mental health outcome.,{},{},title_only,REVIEW,NA
D0112611,Persian medicine recommendations in reducing mental health disorders due to natural disasters,complete,REVIEW,topic_unclear,,Mental health disorders after natural disasters; disaster type is not identified.,{},{},title_abstract,,
D0112701,Dimensions of community mental health preparedness of disasters in Iran,complete,REVIEW,topic_unclear,,General disaster mental health preparedness; specific disaster type not identified and not covered by registered topics.,{},{},title_abstract,,
D0112712,The Impacts of Extreme Heat on Mental Health,complete,REVIEW,title_only_unclear,,"No abstract; title suggests extreme heat and mental health outcome, but unclear design and evidence.",{},{},title_only,REVIEW,NA
D0112759,Long-term consequences of flooding: A case study of the 2011 Queensland floods,complete,REVIEW,eligibility_unclear,flood,flood: REVIEW - Single-wave cross-sectional survey comparing flooded vs non-flooded residents; design not clearly eligible or ineligible.,"{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0112791,Effects of meteorological factors on higher mental functions and autonomic nervous system in southern population,complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Two seasonal assessments with correlations to temperature; design not clearly specified.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0112825,"Climate change impact on quality of life indicators of pastoralists (case study: Rangelands of Haraz River Basin, Mazandaran province, Iran)",complete,REVIEW,topic_unclear,,Climate change impacts on pastoralists' quality of life; specific hazard not identified.,{},{},title_abstract,,
D0112873,"Farmer suicides in Maharashtra, 2001-2018 trends across Marathwada and Vidarbha",complete,REVIEW,eligibility_unclear,drought,"drought: REVIEW - Farmer suicides and drought relationship analyzed, but design/contrast unclear.","{""drought"":""REVIEW""}","{""drought"":""NA""}",title_abstract,,
D0112909,NATURAL DISASTERS AND VULNERABLE POPULATIONS: A COMMENTARY,complete,REVIEW,topic_unclear,,"Natural disaster commentary on vulnerable populations; no specific hazard focus, broad disaster identity unresolved.",{},{},title_abstract,,
D0112913,The impact of hurricane harvey on the wellbeing of hospitalized children and their families,complete,REVIEW,title_only_unclear,,Title suggests hurricane exposure and wellbeing outcome but design/outcome measurement unclear; no abstract.,{},{},title_only,REVIEW,NA
D0112942,"Thermal Comfort, well-being and health of older residents in South Australia",complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Indoor housing temperature and self-reported well-being; mental-health outcome and analysis design unclear.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0113016,Long-Term Drought Harms Mental Health​ in Rural Communities,complete,REVIEW,title_only_unclear,,Title indicates drought exposure and mental health outcome; insufficient info to determine eligibility.,{},{},title_only,REVIEW,NA
D0113025,"Flood disaster impact and responses in historical perspective: Typhoon sendong experiences in Iligan City, Philippines",complete,REVIEW,eligibility_unclear,cyclone|flood,"cyclone: REVIEW - Potentially relevant typhoon study but methodology and outcome measurement unclear; likely qualitative/descriptive. | flood: EXCLUDE - Descriptive historical account, no design estimating hazard-outcome association.","{""cyclone"":""REVIEW"",""flood"":""EXCLUDE""}","{""cyclone"":""NA"",""flood"":""wrong_design""}",title_abstract,,
D0113056,An interdisciplinary approach to sustainable agricultural finance and its impact on Indian farmers behaviour,complete,REVIEW,topic_unclear,drought|flood,"Farmer suicide context cites drought and floods, but also unspecified other natural disasters; those identities remain unresolved.","{""drought"":""EXCLUDE"",""flood"":""EXCLUDE""}","{""drought"":""wrong_exposure"",""flood"":""wrong_exposure""}",title_abstract,,
D0113209,Post-disaster residential mobility: Considerations for Aotearoa New Zealand and Australia,complete,REVIEW,topic_unclear,,Post-disaster residential mobility and wellbeing; specific disaster types not identified.,{},{},title_abstract,,
D0113268,Winter of Discontent,complete,REVIEW,title_only_unclear,,Title alone insufficient; no abstract available.,{},{},title_only,REVIEW,NA
D0113269,Winter of Discontent,complete,REVIEW,title_only_unclear,,"Title alone too vague to determine eligibility; no hazard, outcome, or design described.",{},{},title_only,REVIEW,NA
D0113318,Climate Change and Environmental Health,complete,REVIEW,title_only_unclear,,Title is generic; no hazard or outcome; requires abstract/full review.,{},{},title_only,REVIEW,NA
D0113319,Climate Change and Environmental Health,complete,REVIEW,title_only_unclear,,"No abstract; generic title lacks specific hazard, outcome, or design information.",{},{},title_only,REVIEW,NA
D0113325,"Superheated storms: climate drivers, health effects and responses",complete,REVIEW,title_only_unclear,,"Title suggests a health-related climate hazard topic but lacks clarity on design, exposure, and outcome.",{},{},title_only,REVIEW,NA
D0113326,"Superheated storms: climate drivers, health effects and responses",complete,REVIEW,title_only_unclear,,"Title is ambiguous about eligible hazard, outcome, or design; no abstract available.",{},{},title_only,REVIEW,NA
D0113387,Planetary health: Associations of climate change and the human psyche and its implications for outpatient care,complete,REVIEW,topic_unclear,temperature|drought|flood,"Climate change mental health commentary mentions temperature, drought, flood but also generic extreme weather events; type unresolved.","{""drought"":""EXCLUDE"",""flood"":""EXCLUDE"",""temperature"":""EXCLUDE""}","{""drought"":""non_original"",""flood"":""non_original"",""temperature"":""non_original""}",title_abstract,,
D0113390,Planetary health: Associations of climate change and the human psyche and its implications for outpatient care,complete,REVIEW,topic_unclear,temperature|flood|drought,"Mental health impacts of climate change include unspecified extreme weather events beyond identified temperature, drought, and flood.","{""drought"":""EXCLUDE"",""flood"":""EXCLUDE"",""temperature"":""EXCLUDE""}","{""drought"":""non_original"",""flood"":""non_original"",""temperature"":""non_original""}",title_abstract,,
D0113439,"Climate change, extreme heat and heat waves",complete,REVIEW,title_only_unclear,,Title suggests heat exposure; outcome and design unclear.,{},{},title_only,REVIEW,NA
D0113461,Understanding physical and mental health impacts of flooding: Flood risk perception and communication,complete,REVIEW,title_only_unclear,,Title mentions flooding and mental health but lacks design/measurement detail.,{},{},title_only,REVIEW,NA
D0113477,Cold comfort: wellbeing through extreme environmental exposure,complete,REVIEW,title_only_unclear,,"Title suggests wellbeing outcome and extreme environmental exposure, but eligibility is unclear.",{},{},title_only,REVIEW,NA
D0113610,THE IMPACT OF CLIMATE CHANGE ON MENTAL HEALTH,complete,REVIEW,topic_unclear,,Study on climate change and eco-anxiety; climate-related disaster type not specified.,{},{},title_abstract,,
D0113620,Will You Still Be Here Tomorrow?,complete,REVIEW,title_only_unclear,,"Title is ambiguous with no clear exposure, outcome, or design; insufficient information.",{},{},title_only,REVIEW,NA
D0113720,Left out in the cold.,complete,REVIEW,title_only_unclear,,Title is ambiguous and lacks abstract; cannot determine eligibility.,{},{},title_only,REVIEW,NA
D0113721,Left out in the cold.,complete,REVIEW,title_only_unclear,,Title is ambiguous; no abstract available.,{},{},title_only,REVIEW,NA
D0113735,Typology and psychoprophylaxis of the prenosological forms of border-line diseases occurring under the conditions of Northern Siberia,complete,REVIEW,title_only_unclear,,Title suggests mental health under Northern Siberia conditions; unclear hazard and design.,{},{},title_only,REVIEW,NA
D0113775,"Environment, society and health. Quality of life issues in the contemporary north.",complete,REVIEW,title_only_unclear,,"Title is generic, no specific hazard or mental health outcome identified.",{},{},title_only,REVIEW,NA
D0113776,"Environment, society and health. Quality of life issues in the contemporary north.",complete,REVIEW,title_only_unclear,,No abstract; title too generic to judge eligibility.,{},{},title_only,REVIEW,NA
D0114089,Cyclonic Floods in the Indian Ocean (Madagascar) and the South Pacific (New Caledonia and Tahiti).,complete,REVIEW,title_only_unclear,,Title mentions cyclonic floods but lacks mental health outcome and design details.,{},{},title_only,REVIEW,NA
D0114251,Some indications of the long-term health effects of a natural disaster,complete,REVIEW,eligibility_unclear,flood,"flood: REVIEW - Flood exposure and stress outcome, but design and outcome measurement unclear.","{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0114483,EFFECTS OF A PROLONGED HEAT WAVE ON A GENERAL POPULATION SAMPLE.,complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - Heat wave and depression studied in a general population sample, but design not described.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0114490,Health aspects of Danube River floods,complete,REVIEW,title_only_unclear,,Title suggests flood exposure and health outcomes but lacks specificity for mental health or design.,{},{},title_only,REVIEW,NA
D0114491,Health aspects of Danube River floods,complete,REVIEW,title_only_unclear,,Title suggests flood exposure and health aspects but no mental-health outcome or design specified; no abstract.,{},{},title_only,REVIEW,NA
D0114526,Season and psychiatric disease,complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Seasonal patterns in psychiatric hospitalisations; exposure not clearly measured temperature; design descriptive.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0114527,Season and psychiatric disease,complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Seasonal psychiatric admissions suggest temperature link but design not explicit.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
