source_row,dedup_id,title,year,journal,candidate_topics,strict_decision,primary_topic,exposure_measurement,design_class,counterfactual_status,effect_extractability,outcome_status,primary_reason_code,confidence,reason,full_text_checks,overlap_flag,screener_model,criteria_version
670,D0097914,Emergency department visits for panic attacks and ambient temperature: A time‐stratified case‐crossover analysis,2020,Depression and Anxiety,temperature,META_ELIGIBLE,temperature,objective_or_verifiable,case_crossover,yes,reported_with_uncertainty,eligible,eligible,high,A time-stratified case-crossover analysis compares temperature on panic-attack ED days with matched control days and reports a per-degree risk increase with 95% CI.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
671,D0098057,Psychosocial correlates of fire disaster among children and adolescents,1994,Journal of Traumatic Stress,wildfire,NARRATIVE_ONLY,wildfire,unclear,post_event_only,no,not_extractable,eligible,no_pre_event_baseline,high,Children were assessed six weeks after the wildfire and compared with a small community group; no measured prefire outcome or credible before-after counterfactual is available.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
672,D0098259,The effects of weather on depressive symptoms in patients after cardiac surgery,2023,"Psychology, Health & Medicine",temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,panel_fixed_effects,yes,unclear,eligible,unclear_effect_extractability,medium,"Repeated anxiety and depression assessments were linked to daily weather and analyzed with mixed models, but only directions and thresholds are given without effect magnitudes or uncertainty.",Extract temperature effects and uncertainty for depression and anxiety. | Confirm the weather source and within-patient exposure variation.,none_identified,gpt-5.6-sol,strict-inc-v1.0
673,D0098379,Thinking clearly about climate change and mental health,2023,Australasian Psychiatry,temperature,NARRATIVE_ONLY,temperature,objective_or_verifiable,descriptive,no,not_extractable,eligible,descriptive_or_predictor_only,medium,The paper critiques prior evidence and adds simple national and state-level temperature-suicide regressions; the abstract itself concludes these designs cannot identify a climate-caused suicide effect.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
674,D0098419,No relevant impact of ambient temperature on disability measurements in a large cohort of patients with multiple sclerosis,2017,European Journal of Neurology,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,panel_fixed_effects,yes,unclear,eligible,unclear_effect_extractability,medium,"Repeated depression items were matched to historical temperature and analyzed with mixed effects, but the abstract reports only a null mood finding without an estimate or uncertainty.",Extract the temperature-depression estimate and uncertainty. | Confirm depression was analyzed as a distinct validated outcome.,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
675,D0098516,Admission rates of bipolar depressed patients increase during spring/summer and correlate with maximal environmental temperature,2004,Bipolar Disorders,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,time_series,yes,unclear,eligible,unclear_effect_extractability,medium,"Eleven years of psychiatric admissions were matched to meteorological data and bipolar-depression admissions correlated with monthly maximum temperature, but no effect magnitude or uncertainty is reported.","Extract the temperature effect and uncertainty for bipolar-depression admissions. | Confirm adjustment for seasonality, trend, and autocorrelation.",none_identified,gpt-5.6-sol,strict-inc-v1.0
676,D0098756,The transformation of suicide fluctuation in Slovenia,2006,Archives of Suicide Research,temperature,NARRATIVE_ONLY,temperature,objective_or_verifiable,descriptive,no,not_extractable,eligible,descriptive_or_predictor_only,medium,"The study reports unadjusted correlations of annual suicide fluctuations with temperature and sunshine and speculates about antidepressant use, without a controlled hazard-effect design.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
677,D0098759,"Temperature, health and wellbeing in Australia",2023,Journal of Behavioral and Experimental Economics,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,panel_fixed_effects,yes,unclear,eligible,unclear_effect_extractability,medium,"Nineteen panel waves were combined with daily temperature and subjective wellbeing, but the abstract describes the wellbeing result as nonrobust and supplies no effect estimate or uncertainty.",Extract the temperature-subjective-wellbeing effect and uncertainty from the primary specification. | Confirm individual fixed effects or equivalent within-person identification.,none_identified,gpt-5.6-sol,strict-inc-v1.0
678,D0098761,Climatic conditions and southern state hospital admission rates,1967,Journal of Clinical Psychology,temperature,EXCLUDE,temperature,ineligible,descriptive,no,not_extractable,eligible,wrong_exposure,high,Only seasonal admission rates are reported; uncomfortable summer weather is speculative and no measured ambient-temperature exposure or hazard-effect estimate is described.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
679,D0098771,"Tendency and seasonality of suicide in Chihuahua, México. A retrospective analysis from 2008 to 2018",2021,Salud Mental,temperature,FULLTEXT_REVIEW,temperature,unclear,time_series,yes,unclear,eligible,unclear_exposure_measurement,medium,"A Poisson time-series model uses environmental temperature as a suicide predictor, but the temperature data source is absent and the reported per-degree result lacks an uncertainty interval.",Verify the objective temperature source and geographic linkage. | Extract the temperature coefficient and uncertainty. | Confirm control for trend and seasonality in the Poisson effect model.,none_identified,gpt-5.6-sol,strict-inc-v1.0
680,D0098774,Influence of method on seasonal distribution of attempted suicides in Italy,2000,Neuropsychobiology,temperature,FULLTEXT_REVIEW,temperature,unclear,unclear,unclear,unclear,eligible,unclear_design,medium,"Twelve years of attempted-suicide admissions show correlations with temperature indicators, but the abstract does not state the exposure source, temporal model, confounder control, or an extractable effect.",Verify objective temperature measurement and linkage. | Confirm a controlled time-series model beyond seasonal correlation. | Extract the temperature effect and uncertainty.,none_identified,gpt-5.6-sol,strict-inc-v1.0
681,D0098816,Daily weather only has small effects on wellbeing in the US,2020,Journal of Economic Behavior & Organization,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,unclear,unclear,unclear,eligible,unclear_design,medium,"Daily Gallup wellbeing was combined with daily weather, but the abstract does not establish within-area temporal identification or report the temperature effect and uncertainty from a prespecified controlled model.",Confirm within-area day-to-day temperature variation and temporal controls. | Extract the primary temperature-wellbeing estimate and uncertainty.,none_identified,gpt-5.6-sol,strict-inc-v1.0
682,D0098981,Association between daily environmental temperature and suicide mortality in Korea (2001–2005),2011,Psychiatry Research,temperature,META_ELIGIBLE,temperature,objective_or_verifiable,time_series,yes,reported_with_uncertainty,eligible,eligible,high,"Daily temperature and national suicide rates were analyzed with a GAM adjusted for sunshine, humidity, holidays, and long-term trends; the per-degree suicide increase and 95% CI are reported.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
683,D0098991,Seasonality and climatic associations with violent and nonviolent suicide: A population-based study,2008,Neuropsychobiology,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,time_series,yes,unclear,eligible,unclear_effect_extractability,medium,"Nationwide mortality and climate variables were analyzed with SARIMA and temperature predicted violent suicide, but no temperature effect magnitude or uncertainty is supplied.",Extract the temperature effect and uncertainty for violent suicide. | Confirm adjustment for other meteorological factors and temporal trend.,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
684,D0099074,"Global warming possibly linked to an enhanced risk of suicide: Data from Italy, 1974-2003",2007,Journal of Affective Disorders,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,unclear,unclear,unclear,eligible,unclear_design,medium,"Thirty years of monthly temperature and suicide data were filtered and correlated, but the abstract does not establish adequate seasonality and trend control or report an extractable temperature effect with uncertainty.",Confirm a controlled temporal model rather than simple filtered correlation. | Extract temperature-suicide effects and uncertainty.,none_identified,gpt-5.6-sol,strict-inc-v1.0
685,D0099075,Seasonal admission rates in Texas mental hospitals,1968,Journal of Clinical Psychology,temperature,EXCLUDE,temperature,ineligible,descriptive,no,not_extractable,eligible,wrong_exposure,high,The abstract reports only seasonal mental-hospital admission counts in warm versus cold weather and does not identify a measured ambient-temperature exposure.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
686,D0099159,"Synchronized annual rhythms in violent suicide rate, ambient temperature and the light-dark span",1994,Acta Psychiatrica Scandinavica,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,unclear,unclear,unclear,eligible,unclear_design,medium,"Belgian suicide counts were related to ambient temperature and annual rhythms, but the abstract does not describe a controlled temporal model or report a temperature effect with uncertainty.",Confirm temporal control separates temperature from shared annual seasonality and sunlight. | Extract the temperature effect and uncertainty for violent suicide.,none_identified,gpt-5.6-sol,strict-inc-v1.0
687,D0099192,"Suicide and meteorological factors in Huhhot, Inner Mongolia",1997,Crisis: The Journal of Crisis Intervention and Suicide Prevention,temperature,FULLTEXT_REVIEW,temperature,unclear,unclear,unclear,unclear,eligible,unclear_design,low,"The abstract states that 205 suicides were more frequent on days with extreme temperature, but gives no weather source, analytic design, confounder control, effect estimate, or uncertainty.",Verify objective daily temperature data and linkage. | Confirm a controlled temporal comparison. | Extract the extreme-temperature effect and uncertainty.,none_identified,gpt-5.6-sol,strict-inc-v1.0
688,D0099205,Higher environmental temperature and global radiation are correlated with increasing suicidality—A localized data analysis,2011,Chronobiology International,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,unclear,unclear,unclear,eligible,unclear_design,medium,"Regional meteorological data show same-day and prior-day associations with suicidality, but the abstract does not specify the risk-estimation design, temporal confounder control, or quantitative effects with uncertainty.",Confirm the temporal counterfactual and seasonality/trend controls. | Extract temperature effects and uncertainty for suicide acts.,none_identified,gpt-5.6-sol,strict-inc-v1.0
689,D0099248,The effect of seasonal changes and climatic factors on suicide attempts of young people,2017,BMC Psychiatry,temperature,FULLTEXT_REVIEW,temperature,unclear,time_series,yes,unclear,eligible,unclear_effect_extractability,medium,"Index-day and prior 10-day temperature were related to suicide attempts after removing seasonality, but the temperature source and effect magnitude with uncertainty are not reported.",Verify objective temperature data and linkage. | Extract lagged temperature effects and uncertainty for attempts.,none_identified,gpt-5.6-sol,strict-inc-v1.0
690,D0099265,The effects of temperature on dynamics of psychiatric outpatients,2020,Frontiers in Psychiatry,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,time_series,yes,unclear,eligible,unclear_effect_extractability,medium,"Five years of psychiatric outpatient counts were matched to weather reports and temperature predicted patient volume, but no effect estimate, uncertainty, or temporal adjustment details are provided.","Extract the temperature effect and uncertainty for psychiatric outpatient volume. | Confirm adjustment for trend, seasonality, and calendar effects.",none_identified,gpt-5.6-sol,strict-inc-v1.0
691,D0099299,Suicide rates and the association with climate: A population-based study,2006,Journal of Affective Disorders,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,time_series,yes,unclear,eligible,unclear_effect_extractability,medium,"Nationwide suicide mortality was analyzed with ARIMA and ambient temperature remained associated after trend and seasonality adjustment, but no effect magnitude or uncertainty is reported.",Extract the adjusted ambient-temperature effect and uncertainty. | Confirm the temperature exposure source.,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
692,D0099412,Individual and community reactions to the Kentucky floods: Findings from a longitudinal study of older adults,1994,Individual and community responses to trauma and disaster:  The structure of human chaos,flood,FULLTEXT_REVIEW,flood,unclear,longitudinal_with_prebaseline,unclear,unclear,eligible,unclear_effect_extractability,low,"The chapter abstract identifies a prospective longitudinal study of two floods and mental wellbeing, but reports no exposure assignment, analysis, result, effect estimate, or uncertainty.",Verify objective or externally verifiable flood exposure. | Confirm measured preflood mental-health outcomes and comparison units. | Extract flood effects and uncertainty.,none_identified,gpt-5.6-sol,strict-inc-v1.0
693,D0099429,Temperature change dominates the suicidal seasonality in Taiwan: A time-series analysis,2012,Journal of Affective Disorders,temperature,META_ELIGIBLE,temperature,objective_or_verifiable,time_series,yes,reported_with_uncertainty,eligible,eligible,high,Twenty years of monthly suicide rates were modeled with ARIMA/SARIMA using temperature change and economic inputs; temperature coefficients and P values are reported after temporal modeling.,,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
694,D0099568,Temperature and admission rates to Pennsylvania State Mental Hospitals,1969,Journal of Clinical Psychology,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,time_series,yes,unclear,eligible,unclear_effect_extractability,medium,"Monthly temperature and state mental-hospital admissions were compared over four years and the relationship was significant, but no effect magnitude or uncertainty interval is reported.","Extract the monthly temperature-admission effect and uncertainty. | Confirm adjustment for trend, seasonality, and autocorrelation.",none_identified,gpt-5.6-sol,strict-inc-v1.0
695,D0099657,"Suicide and meteorological factors in São Paulo, Brazil, 1996-2011: A time series analysis",2017,Revista Brasileira de Psiquiatria,temperature,META_ELIGIBLE,temperature,objective_or_verifiable,time_series,yes,reported_with_uncertainty,eligible,eligible,high,Weekly suicide and meteorological time series were analyzed with distributed-lag GAMs controlling long-term trends and other weather; per-degree suicide changes and 95% CIs are reported.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
696,D0099833,The impact of weather on a Canadian post-secondary walk-in counseling program,2021,Journal of College Student Psychotherapy,temperature,FULLTEXT_REVIEW,temperature,unclear,time_series,yes,unclear,eligible,unclear_effect_extractability,medium,"Counseling attendance across an academic year was tested against temperature and found null, but the abstract gives no weather source, temperature estimate, uncertainty, or temporal model details.","Verify objective weather data and date linkage. | Extract the null temperature-attendance effect and uncertainty. | Confirm calendar, trend, and seasonality controls.",none_identified,gpt-5.6-sol,strict-inc-v1.0
697,D0099894,Symptoms of chronic stress following a natural disaster and discovery of a human-made hazard,1992,Environment and Behavior,flood,NARRATIVE_ONLY,flood,unclear,cross_sectional,no,likely_extractable,eligible,cross_sectional,high,"Flood victims, toxic-waste neighbors, and controls were assessed once nine months after exposure; no measured preflood outcome or credible temporal counterfactual is available.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
698,D0100058,The effects of weather on daily mood: A multilevel approach,2008,Emotion,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,panel_fixed_effects,yes,unclear,eligible,unclear_effect_extractability,medium,"Repeated online mood diaries were linked to weather-station data and analyzed with multilevel models, but temperature effects on negative affect are reported without magnitude or uncertainty.",Extract within-person temperature effects and uncertainty for affect. | Confirm the multilevel model separates within-person from between-person associations.,none_identified,gpt-5.6-sol,strict-inc-v1.0
699,D0100088,"Non-economic factors in violence: Evidence from organized crime, suicides and climate in Mexico",2019,Journal of Economic Behavior & Organization,temperature,EXCLUDE,temperature,objective_or_verifiable,unclear,unclear,not_extractable,ineligible,wrong_outcome,high,"The target outcomes are organized-crime killings and interpersonal homicide; suicide appears only as a comparison, and no temperature effect on an eligible mental-health outcome is reported.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
700,D0100180,Immune function and affective states following a natural disaster,2002,Psychological Reports,cyclone,NARRATIVE_ONLY,cyclone,unclear,post_event_only,no,likely_extractable,eligible,no_pre_event_baseline,high,"Participants were assessed only after Hurricane Andrew, and damaged-neighborhood comparisons of negative affect lack a measured pre-event outcome or credible before-after counterfactual.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
701,D0100655,Environmental factors and admission rates in patients with major psychiatric disorders,1994,Chronobiology International,temperature,EXCLUDE,temperature,objective_or_verifiable,time_series,yes,unclear,eligible,wrong_exposure,high,"Temperature was one of several environmental correlates, but the reported finding concerns photoperiod; the abstract does not report a temperature effect on admissions as the primary hazard analysis.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
702,D0102198,Influence of attitude and expectation on moods and symptoms during cold weather military training.,1989,"Aviation, space, and environmental medicine",temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,other_eligible,yes,unclear,eligible,unclear_effect_extractability,medium,"Soldiers had repeated mood assessments during three days with varying ambient cold, and regression tested temperature, but the null temperature result has no estimate or uncertainty.",Obtain the temperature coefficient and uncertainty | Confirm repeated observations were modeled within soldier,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
703,D0102199,Influence of attitude and expectation on moods and symptoms during cold weather military training,1989,Aviation Space and Environmental Medicine,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,other_eligible,yes,unclear,eligible,unclear_effect_extractability,medium,"Soldiers had repeated mood assessments during three days with varying ambient cold, and regression tested temperature, but the null temperature result has no estimate or uncertainty.",Obtain the temperature coefficient and uncertainty | Confirm repeated observations were modeled within soldier,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
704,D0102200,Influence of attitude and expectation on moods and symptoms during cold weather military training,1989,"Aviation, Space, and Environmental Medicine",temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,other_eligible,yes,unclear,eligible,unclear_effect_extractability,medium,"Mood was repeatedly assessed during three days of cold-weather training, but this abstract does not report the temperature coefficient, uncertainty, or even a temperature-specific result.",Obtain the temperature-specific effect and uncertainty | Confirm repeated observations were modeled within soldier,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
705,D0103128,Psychiatric admissions and climatic factors in the coastal regions of Israel,1973,Israel Annals of Psychiatry and Related Disciplines,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,time_series,yes,unclear,eligible,unclear_effect_extractability,high,"Monthly psychiatric admissions were linked to meteorological-station temperature over 1961-1970, but only significance and direction are given for temperature.",Extract the temperature effect and uncertainty | Confirm temporal and seasonal adjustment,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
706,D0103129,Psychiatric admissions and climatic factors in the coastal regions of Israel,1973,Israel Annals of Psychiatry and Related Disciplines,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,time_series,yes,unclear,eligible,unclear_effect_extractability,high,"Monthly psychiatric admissions were linked to meteorological-station temperature over 1961-1970, but only significance and direction are given for temperature.",Extract the temperature effect and uncertainty | Confirm temporal and seasonal adjustment,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
707,D0103130,Psychiatric admissions and climatic factors in the coastal regions of Israel,1973,Israel Annals of Psychiatry & Related Disciplines,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,time_series,yes,unclear,eligible,unclear_effect_extractability,high,"The ten-year admission series was analyzed against temperature and other meteorological factors, but the abstract supplies only p<.05 for the temperature correlation.",Extract the temperature effect and uncertainty | Confirm temporal and seasonal adjustment,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
708,D0103683,Health of a team competing in the 1990 World Solar Car Challenge.,1992,Journal of the Royal Society of Medicine,temperature,FULLTEXT_REVIEW,temperature,unclear,other_eligible,yes,unclear,eligible,unclear_exposure_measurement,medium,"Daily emotional-reaction scores were correlated with changing maximum temperature during the race, but the abstract does not identify the temperature data source or report an effect with uncertainty.",Verify objective temperature data source | Extract emotional-reaction effect and uncertainty | Confirm repeated-person analysis,none_identified,gpt-5.6-sol,strict-inc-v1.0
709,D0104530,[Psychological and physical health of the July 1996 disaster victims: A comparative study between victims and non-victims.].,2000,Sante mentale au Quebec,flood,NARRATIVE_ONLY,flood,unclear,post_event_only,no,not_extractable,eligible,no_pre_event_baseline,high,Victims and non-victims were compared once two years after the flood; no pre-flood outcome or before-after control is described.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
710,D0104577,[Post-traumatic stress disorder. After the flood in Saguenay].,2000,Canadian family physician Medecin de famille canadien,flood,NARRATIVE_ONLY,flood,objective_or_verifiable,cross_sectional,no,reported_with_uncertainty,eligible,cross_sectional,high,The abstract explicitly identifies a cross-sectional telephone survey comparing flooded and adjacent control areas four months after the event.,,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
711,D0104578,Post-traumatic stress disorder. After the flood in Saguenay,2000,Canadian family physician Médecin de famille canadien,flood,NARRATIVE_ONLY,flood,objective_or_verifiable,cross_sectional,no,reported_with_uncertainty,eligible,cross_sectional,high,The abstract explicitly identifies a cross-sectional telephone survey comparing flooded and adjacent control areas four months after the event.,,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
712,D0104593,[Risk factors for post traumatic stress symptoms five years after the 1992 flood in the Vaucluse (France)].,2000,Revue d'epidemiologie et de sante publique,flood,NARRATIVE_ONLY,flood,self_report_only,cross_sectional,no,likely_extractable,eligible,self_report_exposure_only,high,"Five years after the flood, both cumulative individual exposure and PTSD symptoms were measured in one retrospective telephone questionnaire, with no external exposure linkage.",,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
713,D0104594,Risk factors for post traumatic stress symptoms five years after the 1992 flood in the Vaucluse (France),2000,Revue D Epidemiologie Et De Sante Publique,flood,NARRATIVE_ONLY,flood,self_report_only,cross_sectional,no,likely_extractable,eligible,self_report_exposure_only,high,"Five years after the flood, both cumulative individual exposure and PTSD symptoms were measured in one retrospective telephone questionnaire, with no external exposure linkage.",,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
714,D0105139,Health impacts of flooding in Lewes: a comparison of reported gastrointestinal and other illness and mental health in flooded and non-flooded households.,2004,Communicable disease and public health,flood,NARRATIVE_ONLY,flood,unclear,post_event_only,no,reported_with_uncertainty,eligible,no_pre_event_baseline,high,Flooded and non-flooded households were recruited and assessed only after the event; the historical-cohort label does not supply a pre-event mental-health baseline.,,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
715,D0105140,Health impacts of flooding in Lewes: a comparison of reported gastrointestinal and other illness and mental health in flooded and non-flooded households.,2004,Communicable Disease and Public Health PHLS,flood,NARRATIVE_ONLY,flood,unclear,post_event_only,no,reported_with_uncertainty,eligible,no_pre_event_baseline,high,Flooded and non-flooded households were recruited and assessed only after the event; the historical-cohort label does not supply a pre-event mental-health baseline.,,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
716,D0105141,Health impacts of flooding in Lewes: a comparison of reported gastrointestinal and other illness and mental health in flooded and non-flooded households.,2004,Communicable disease and public health / PHLS,flood,NARRATIVE_ONLY,flood,unclear,post_event_only,no,reported_with_uncertainty,eligible,no_pre_event_baseline,high,Flooded and non-flooded households were recruited and assessed only after the event; the historical-cohort label does not supply a pre-event mental-health baseline.,,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
717,D0105180,[Influence of weather factors on suicidal hangings].,2005,Przeglad lekarski,temperature,FULLTEXT_REVIEW,temperature,unclear,time_series,yes,unclear,eligible,unclear_exposure_measurement,medium,"Suicidal hangings were evaluated across 1991-2002 against daily heat, cold, and temperature changes, but the weather source and quantitative temperature effect are not reported.",Verify objective meteorological data source | Extract a temperature-specific effect and uncertainty | Confirm control for temporal patterning,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
718,D0105181,Influence of weather factors on suicidal hangings,2005,Przeglad Lekarski,temperature,FULLTEXT_REVIEW,temperature,unclear,time_series,yes,unclear,eligible,unclear_exposure_measurement,medium,"Suicidal hangings were evaluated across 1991-2002 against daily heat, cold, and temperature changes, but the weather source and quantitative temperature effect are not reported.",Verify objective meteorological data source | Extract a temperature-specific effect and uncertainty | Confirm control for temporal patterning,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
719,D0105182,Influence of weather factors on suicidal hangings,2005,Przegla̧d lekarski,temperature,FULLTEXT_REVIEW,temperature,unclear,time_series,yes,unclear,eligible,unclear_exposure_measurement,medium,"Suicidal hangings were evaluated across 1991-2002 against daily heat, cold, and temperature changes, but the weather source and quantitative temperature effect are not reported.",Verify objective meteorological data source | Extract a temperature-specific effect and uncertainty | Confirm control for temporal patterning,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
720,D0105959,[Impact of the summer 2003 heat wave on the activity of two psychiatric emergency departments].,2009,Actas espanolas de psiquiatria,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,time_series,yes,unclear,eligible,unclear_effect_extractability,medium,"Psychiatric emergencies during a defined 15-day heatwave were compared with other summer days, but no heatwave effect estimate or uncertainty is supplied.",Extract heatwave-period effects and uncertainty | Verify heatwave definition and data source | Confirm adjustment for temporal confounding,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
721,D0105960,Impact of the summer 2003 heat wave on the activity of two psychiatric emergency departments,2009,Actas Espanolas De Psiquiatria,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,time_series,yes,unclear,eligible,unclear_effect_extractability,medium,"Psychiatric emergencies during a defined 15-day heatwave were compared with other summer days, but no heatwave effect estimate or uncertainty is supplied.",Extract heatwave-period effects and uncertainty | Verify heatwave definition and data source | Confirm adjustment for temporal confounding,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
722,D0105961,Impact of the summer 2003 heat wave on the activity of two psychiatric emergency departments,2009,Actas españolas de psiquiatría,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,time_series,yes,unclear,eligible,unclear_effect_extractability,medium,"Psychiatric emergencies during a defined 15-day heatwave were compared with other summer days, but no heatwave effect estimate or uncertainty is supplied.",Extract heatwave-period effects and uncertainty | Verify heatwave definition and data source | Confirm adjustment for temporal confounding,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
723,D0105962,Impact of the summer 2003 heat wave on the activity of two psychiatric emergency departments,2009,Actas Españolas de Psiquiatría,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,time_series,yes,unclear,eligible,unclear_effect_extractability,medium,"Psychiatric emergencies during a defined 15-day heatwave were compared with other summer days, but no heatwave effect estimate or uncertainty is supplied.",Extract heatwave-period effects and uncertainty | Verify heatwave definition and data source | Confirm adjustment for temporal confounding,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
724,D0106288,Psychological distress following wildfires disaster in a rural part of Greece: a case-control population-based study.,2011,International journal of emergency mental health,wildfire,NARRATIVE_ONLY,wildfire,self_report_only,cross_sectional,no,not_extractable,eligible,cross_sectional,high,"The abstract explicitly describes a cross-sectional case-control interview after the wildfire, with losses used to characterize exposure and no pre-event outcome.",,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
725,D0106289,Psychological distress following wildfires disaster in a rural part of greece: A case-control population-based study,2011,International Journal of Emergency Mental Health,wildfire,NARRATIVE_ONLY,wildfire,self_report_only,cross_sectional,no,not_extractable,eligible,cross_sectional,high,"The abstract explicitly describes a cross-sectional case-control interview after the wildfire, with losses used to characterize exposure and no pre-event outcome.",,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
726,D0106290,Psychological distress following wildfires disaster in a rural part of Greece: a case-control population-based study.,2011,International journal of emergency mental health,wildfire,NARRATIVE_ONLY,wildfire,self_report_only,cross_sectional,no,not_extractable,eligible,cross_sectional,high,"The abstract explicitly describes a cross-sectional case-control interview after the wildfire, with losses used to characterize exposure and no pre-event outcome.",,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
727,D0106291,Psychological distress following wildfires disaster in a rural part of Greece: A case-control population-based study,2011,International Journal of Emergency Mental Health,wildfire,NARRATIVE_ONLY,wildfire,self_report_only,cross_sectional,no,not_extractable,eligible,cross_sectional,high,"The abstract explicitly describes a cross-sectional case-control interview after the wildfire, with losses used to characterize exposure and no pre-event outcome.",,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
728,D0106616,"Associations between air temperature and daily suicide counts in Astana, Kazakhstan.",2013,"Medicina (Kaunas, Lithuania)",temperature,META_ELIGIBLE,temperature,objective_or_verifiable,time_series,yes,reported_with_uncertainty,eligible,eligible,high,Daily suicide counts were modeled against daily apparent temperature over six years with temporal and weather controls; adjusted percent changes and 95% CIs are reported.,,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
729,D0106617,"Associations between air temperature and daily suicide counts in Astana, Kazakhstan",2013,"Medicina (Kaunas, Lithuania)",temperature,META_ELIGIBLE,temperature,objective_or_verifiable,time_series,yes,reported_with_uncertainty,eligible,eligible,high,Daily suicide counts were modeled against daily apparent temperature over six years with temporal and weather controls; adjusted percent changes and 95% CIs are reported.,,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
730,D0107358,The association of adverse mental health effects with repeated exposure to disasters.,2018,Annals of clinical psychiatry : official journal of the American Academy of Clinical Psychiatrists,flood,FULLTEXT_REVIEW,flood,unclear,unclear,unclear,unclear,eligible,unclear_design,medium,"The study modeled post-flood disorders by number of flood exposures while controlling lifetime pre-disaster disorders, but it is unclear whether pre-event outcomes were prospectively measured or reconstructed retrospectively.",Confirm prospective pre-flood outcome measurement | Verify external flood exposure ascertainment | Extract flood-specific effect and uncertainty | Confirm non-flood disasters are separable,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
