dedup_id,duplicate_count,sources,all_dois,all_source_ids,title,abstract,year,journal,authors
D0054409,1,Scopus,10.1371/journal.pclm.0000338,Scopus:2-s2.0-85200839691,Use of machine learning tools to predict health risks from climate-sensitive extreme weather events: A scoping review,"Machine learning (ML) algorithms may play a role in predicting the adverse health impacts of climate-sensitive extreme weather events because accurate prediction of such effects can guide proactive clinical and policy decisions. To systematically review the literature that describe ML algorithms that predict health outcomes from climate-sensitive extreme weather events. A comprehensive literature search was performed in the following databases from inception–October 2022: Ovid MEDLINE, Ovid EMBASE, The Cochrane Library, Web of Science, bioRxiv, medRxiv, Institute of Electrical and Electronic Engineers, Google Scholar, and Engineering Village. The retrieved studies were then screened for eligibility against predefined inclusion/exclusion criteria. The studies were then qualitatively synthesized based on the type of extreme weather event. Gaps in the literature were identified based on this synthesis. Of the 6096 records screened, seven studies met the inclusion criteria. Six of the studies predicted health outcomes from heat waves, and one for flooding. Health outcomes described included 1) all-cause non-age standardized mortality rates, 2) heat-related conditions and 3) post-traumatic stress disorder. Prediction models were developed using six validated ML techniques including non-linear exponential regression, logistic regression, spatiotemporal Integrated Laplace Approximation (INLA), random forest and decision tree methods (DT), and support vector machines (SVM). Use of ML",2024,Plos Climate,Ssebyala S.N.
D0081498,1,Embase,10.1016/j.accpm.2021.100908,Embase:L2013708603,Terror in Paris: Incidence and risk factors for infections related to high-energy ammunition injuries,"Background: We aimed to assess the incidence and the risk factors for secondary wound infections associated to high-energy ammunition injuries (HEAI) in the cohort of civilian casualties from the 2015 terrorist attacks in Paris. Methods: This retrospective multi-centric study included casualties presenting at least one HEAI who underwent surgery during the first 48 h following hospital admission. HEAI-associated infection was defined as a wound infection occurring within the initial 30 days following trauma. Risk factors were assessed using univariate and multivariate analysis. Results: Among the 200 included victims, the rate of infected wounds was 11.5%. The median time between admission and the surgical revision for secondary wound infection was 11 days [IQR 9–20]. No patient died from an infectious cause. Infections were polymicrobial in 44% of the cases. The major risk factors for secondary wound infection were ISS (p < 0.001), SAPS II (p < 0.001), MGAP (p < 0.001), haemorrhagic shock (p = 0.003), use of vasopressors (p < 0.001), blood transfusion (p < 0.001), abdominal penetrating trauma (p = 0.003), open fracture (p = 0.01), vascular injury (p = 0.001), duration of surgery (p = 0.009), presence of surgical material (p = 0.01). In the multivariate analysis, the SAPS II score (OR 1.07 [1.014–1.182], p = 0.019) and the duration of surgery (OR 1.005 [1.000–1.012], p = 0.041) were the only risk factors identified. Conclusion: We report an 11.5% rate of secondary wound infection following high-energy ammunition injuries. Risk factors were an immediately severe condition and a prolonged surgery.",2021,Anaesthesia Critical Care and Pain Medicine,"Birnbaum, R.; Bitton, R.; Pirracchio, R.; Féral-Pierssens, A.-L.; Constant, A.-L.; Dubost, C.; Chousterman, B.; Lescot, T.; Lortat-Jacob, B.; Harrois, A.; Abback, P.-S.; Belbachir, A.; Basto, E.; Castier, Y.; Laitselart, P.; Carli, P.; Lapostolle, F.; Tourtier, J.P.; Langlois, M.; Raux, M.; Mounier, R."
D0109568,1,Embase,,Embase:L41456480,"Orally disintegrating tablets: Products, technologies, and development issues","Orally disintegrating tablets (ODTs) have better patient acceptance and compliance and may offer improved biopharmaceutical properties, improved efficacy, and better safety compared with conventional oral dosage forms. Prescription ODT products initially were developed to overcome the difficulty in swallowing conventional tablets with water among pediatric, geriatric, and psychiatric patients with dysphagia. Today, ODTs are more widely available as over-the-counter products for the treatment of allergies and cold and flu symptoms. The target population has expanded to those who want convenient dosing anywhere, anytime, without water. The future potential for ODTs is promising because of the availability of new technologies combined with strong market acceptance and patient demand. Dozens of ODT products have been commercialized, and the market size for ODTs will continue to expand as the technology is used to deliver large-molecular weight biopharmaceutical therapeutics such as proteins and peptides when coupled with the appropriate permeation enhancers. By paying close attention to advances in technologies, pharmaceutical companies can take advantage of ODTs for product line extensions or for first-to-market products. Future possibilities for improvements in ODTs and drug delivery are bright, but the technology is still relatively new. Several drug delivery technologies that can be leveraged on improving drug therapy from ODTs have yet to be fully realized.",2005,Pharmaceutical Technology,"Pfister, W.R.; Ghosh, T.K."
D0031295,2,Embase; Scopus,10.3844/ajidsp.2010.75.88,Embase:L362154072; Scopus:2-s2.0-79960423152,Health impacts estimation of mineralogical and chemical characterization of suspended atmospheric particles over the east desert,"Problem statement: The small size fraction of aerosols, measured as PM10 and PM2.5, rather than the larger particles, is considered to be responsible for most of the health effects. Such particles have a relatively long residence time in the atmosphere and can therefore travel over long distances. Hence, a large portion of ambient concentrations of PM10 and in particular of particles with an aerodynamic diameter less than 2.5 μm (PM2.5), can be attributed to long range trans boundary air pollution or to other remote sources. The estimates of exposure and of health effects are based on a number of uncertain assumptions and data sets, as described in previous article. Approach: In industrialized Middle East countries, the daily deposition of PM10 particles in the lungs is roughly 250 μg day-1, which represents a small dose in terms of traditional toxicology studies. Studies of PM10 have considered this total material but have not asked how much its chemical or physical characteristics contribute to its total toxicity. Results: This article focuses on the description of the present knowledge on PM10 concentration fields and predominant sources contributing to PM10 from long range transport of pollution. PM10 is a complex mixture of many known and unknown components; therefore, a short introduction on the composition of PM10 is given. The studies denote to the African dust from mean PM10 levels background levels are still 5-10 mg m3 higher in the Eastern Basin (EMB) when compared with those in the Western (WMB), mainly due to the higher anthropogenic and sea spray loads. Conclusion: As regards for the seasonal trends, these are largely driven by the occurrence of African dust events, resulting in a spring-early summer maximum over the EMB and a clear summer maximum in the WMB, although in this later region the recirculation of aged air masses play an important role. Furthermore, a marked seasonal trend is still evident when subtracting the African dust load. This is characterized by a high summer maximum (driven by low precipitation, high isolation) and a winter minimum (intense synoptic winds). © 2010 Science Publications.",2010,American Journal of Infectious Diseases,"Ali Rahoma, U.; Emara, E."
D0126307,1,Embase,,Embase:L2015722553,Exercise therapy and pain relief in athletes: A review of the literature,"Pain is a common feeling following injuries among athletes. Controlling and prevention from it are very important. Exercise therapy is a practical way to recover athletes after injury. Exercise therapy could be a useful method to decrease the level of pain among athletes after injury. This report is trying to collect the available data regarding exercise therapy and decreasing the level of pain among athletes. Scopus, PubMed, and Web of Science were the sources for this search. The findings of those papers confirmed the importance of exercise therapy and pain relief among athletes at all levels.",2020,Journal of Pain Management,"Assasi, A.; Eshaghzadeh, M.; Jalalvand, D."
D0000950,3,PsycINFO; PubMed; Scopus,10.1016/0005-7967(73)90073-9,PsycINFO:615885702; PubMed:4781947; Scopus:2-s2.0-0015584650,A comparison of 'flooding' and 'successive approximation' in the treatment of agoraphobia,"Flooding (in the imagination and in vivo) and successive approximation were compared in a cross-over design with 14 agoraphobic patients. Assessments were made at the beginning of the treatment, at the cross-over, at the end of the treatment and at the follow-up 3 months later. The assessments were made by the therapist (in vivo measurement) and by the client (phobic anxiety scale; phobic avoidance scale; FSS; MAS; I-E scale and a depression inventory). At the time of the pre-test and the posttest, an independent external judge scored the clients on the following items : anxious mood, specific phobias, obsessive compulsive symptoms, depersonalization and depressed mood. Both methods of treatment resulted in a significant improvement on the in vivo measurements, phobic anxiety scale, phobic avoidance scale and FSS. Successive approximation also led to a significant decrease on the MAS and the I-E scale. The only significant difference between the two methods was shown by the phobic anxiety scale, the mean of the flooding group being significantly higher. © 1973.",1973,Behaviour Research and Therapy,Everaerd W.
D0022933,3,Embase; PubMed; Scopus,10.1007/s00063-025-01306-4,Embase:L2035565104; PubMed:40750688; Scopus:2-s2.0-105012406660,"Emergency physician interventions in the care of patients with acute coronary syndrome: Comparative, retrospective, observational study","Background: The prehospital emergency care of patients with acute coronary syndrome (ACS) is highly relevant as such interventions have required an above-average involvement of emergency physicians to date. The aim of this study was to investigate the incidence of physicians’ interventions in the context of ACS care and to identify predictors that indicate the need for such interventions at the time of the emergency call. Methods: A retrospective observational study was conducted based on 10,833 emergency department protocols from three regions in Germany. Protocols with (suspected) diagnoses such as STEMI, NSTEMI, unclear chest pain, or cardiogenic shock were included. After extensive data cleaning and coding of interventions, a descriptive analysis was performed to determine the incidence of physicians’ measures and a logistic regression to determine predictors for physicians’ interventions. Results: Interventions requiring the presence of an emergency physician were performed in 2.5% of cases. Significant predictors for physicians’ interventions were undocumented (odds ratio [OR] 2.7), reduced (OR 7.77) or absent consciousness (OR 24.5), undocumented breathing (OR 5.13), dyspnea (OR 2.1), cyanosis (OR 4.48), apnea (OR 8.82) or cold sweats (OR 3.2). Conclusion: The incidence of physicians’ interventions in ACS patients is low. The results suggest that not all ACS cases require physicians on scene. However, patients with reduced consciousness, cyanosis or respiratory arrest should continue to be treated primarily by emergency physicians. Prospective studies could further improve prehospital care.",2025,Medizinische Klinik - Intensivmedizin und Notfallmedizin,"Hofmann, T.; Himmelreich, L.; Kirschenlohr, R.; Fredrich, T.; Eder, P.A.; Flake, F.; Bagdahn, K.; Orendt, J.; Reuter-Oppermann, M.; Lefering, R."
D0118367,1,Embase,,Embase:L280684252,"Leucocyte agglutinins as a cause of agranulocytosis (pyramidon, etc.)","During an experimentally induced attack of so-called anaphylactic pyramidon agranulocytosis, two normal test subjects were given 300 ml. each of the patient's blood. Both recipients showed a leucocytopenic reaction resembling that shown by the patient. In vitro tests showed that this reaction was caused by agglutination of the leucocytes of the patient and of the test subject by the serum or plasma of the pyramidon-sensitive subject. Elimination of the agglutinated leucocytes from the circulation, probably into the lungs, results in a fall in the leucocyte count, predominantly affecting the granulocytes and to a lesser degree, the lymphocytes. The factor in the serum or the plasma of the pyramidon-sensitive subject which leads to leucocyte agglutination was only demonstrable when the agranulocytotic reaction had reached its peak. Direct sensitization of the recipients to pyramidon did not occur. Later, they showed no leucocytopenic reaction following administration of pyramidon. In a case of virus pneumonia, incomplete antibodies of the cold agglutinin type were found which, apart from haemolytic anaemia and thrombocytopenia, caused agranulocytosis which was interpreted as being of 'peripheral' origin. On the basis of these observations, the conventional interpretation of a anaphylactic agranulocytosis as a primary inhibition of growth and destruction of the bone marrow cells is submitted to analysis. The primary aspect of the morbid process in pyramidon agranulocytosis and probably also in other forms of medico-toxic agranulocytosis is considered to be the destruction of peripheral leucocytes. As a result of the enormous increase in the granulocyte requirement, bone marrow insufficiency occurs as a secondary phenomenon by gradual exhaustion which commences with the mature neutrophils and ends with the immature forms. Certain forms of acquired haemolytic anaemia and certain forms of thrombocytopenia show a close relationship to the mechanism of agranulocytosis described in this paper.",1952,Schweizerische medizinische Wochenschrift,"Moeschlin, S.; Wagner, K."
D0093280,1,Embase,10.1002/ppul.71615,Embase:L2044577827,Radon and Non-Cancer Pulmonary Health Effects in Children: A State of The Art Review,"Radon is a natural radioactive gas well-known for its carcinogenic effects. The association between radon and lung cancer is well-documented, with radon exposure the leading cause of lung cancer in non-smokers and the second leading cause of lung cancer in smokers in adults. However, relatively little is known about the association between radon and non-cancer respiratory disease. This review examines the role of radon's non-cancer pulmonary health effects in children, as there have been several recent studies highlighting a potentially under-recognized threat to lung health. Recent epidemiologic data in adults suggest radon and particle radioactivity attributable to radon decay products are associated with reduced pulmonary function and non-cancer related COPD morbidity and mortality, while in pediatrics, modeled radon has been reported to be associated with asthma morbidity. Recent findings of radon's non-cancer respiratory effects further highlight the role of avoidance of this environmental exposure and radon mitigation1 as an implementable strategy to improve lung health. Further research is needed to expand our understanding of radon's potential role in non-cancer respiratory health and how to optimize radon mitigation strategies to improve non-cancer pulmonary health morbidity and outcomes. The purpose of this state-of-the-art review is to provide an overview of the current state of knowledge of radon's non-cancer respiratory health effects, highlighting our current understanding of radon's known health outcomes, synthesize how health outcome findings of this topic have changed over time to give rise to our current understanding of radon's pulmonary health effects in children, and suggest future directions for research.",2026,Pediatric Pulmonology,"Banzon, T.M.; Koutrakis, P.; Garshick, E.; Gaffin, J.M.; Phipatanakul, W."
D0099200,1,PsycINFO,10.1007/s12144-022-03447-7,PsycINFO:2692201945,Behavioral measures of experiential avoidance: The role of context in predicting performance on two stressful tasks,"Experiential avoidance (EA) is considered a key factor in human suffering. However, research in this area is often based on self-report measures with limitations in psychometric properties. To study EA beyond self-report methodology, researchers have used behavioral (e.g., Zettle et al., 2012) and physiological measures (e.g., Karekla, Forsyth, & Kelly, 2004). In their 2012 paper, Zettle and colleagues argue EA is better conceptualized as a functional response class than hypothetical construct, finding a relationship between levels of EA across two analogue tasks involving physical discomfort. However, researchers have yet to study EA across fundamentally distinct contexts. In the current study, the relationship between state and trait EA in contexts of physical and social discomfort using behavior analogue measures was investigated. Performance on the cold pressor task and a modified version of the Trier Social Stress Test (TSST) were evaluated in a convenience sample. It was hypothesized that TSST endurance would predict cold pressor task endurance, further supporting the notion that high avoiders experience similar difficulties across different contexts. Contrary to this hypothesis, endurance of one task was not predictive of endurance of the other. State and trait EA were also evaluated as predictors of cold pressor and TSST Speech and Arithmetic endurance. Based on these analyses, state EA was the strongest predictor of cold pressor and TSST endurance above and beyond heart rate, perceived pain tolerance, and interpersonal sensitivity. Given these results, contextual behavioral science researchers interested in studying EA should turn their focus to understanding the nuances of context. (PsycInfo Database Record (c) 2026 APA, all rights reserved) (Source: journal abstract)",2023,Current Psychology: A Journal for Diverse Perspectives on Diverse Psychological Issues,"Lewis, Meaghan M.; Naugle, Amy E.; DiBacco, Tabitha A.; Katte, Kyra; Smith, Callum A.; Blematl, Audrey R."
D0079157,1,Embase,10.1093/eurpub/cky174,Embase:L625052734,The importance of health behaviours and especially broader self-management abilities for older Turkish immigrants,"Background: This study aims to identify the relationships between health behaviours, self-management abilities, physical health, depressive symptoms and well-being among Turkish older immigrants. Methods: A total of 2350 older Turkish migrants aged > 65 years residing in Rotterdam, the Netherlands were identified using the municipal register of which 680 respondents completed the questionnaires (response rate of 32%). Results: Average age of the respondents was 72.90 (standard deviation 5.02) (range 66-95) years and about half of them were women (47.6%). The majority of respondents reported having a low education (80.3%), low income level (83.4%), is chronically ill (90.6%), overweight (86.5%) and about half obese (46.0%). More than half of the respondents eat enough fruit (58.2%) and vegetables per week (55.3%). About a third of the respondents smoke (33.5%) and 43.0% can be considered to be physically active. Looking at the health behaviours a weak positive relationship was found between eating enough vegetables and well-being (β = 0.14; P = 0.017). In addition, weak relationships were found between physical activity and depressive symptoms (β = -0.16; P = 0.007), smoking and depressive symptoms (β = 0.16; P = 0.009) and self-management abilities and physical health (β = 0.17; P = 0.015). Strongest relationships were found between self-management abilities and depressive symptoms (β = -0.39; P < 0.001) and self-management abilities with overall well-being (β = 0.49; P < 0.001). Conclusions: From this study, we can conclude that next to health behaviours broader self-management abilities to maintain overall well-being are important for Turkish older people. Interventions to improve self-management abilities may help Turkish older people better deal with function losses and chronic diseases as they age further.",2018,European journal of public health,"Cramm, J.M.; Nieboer, A.P."
D0071491,1,Embase,10.1016/s0924-977x(13)70381-x,Embase:L71205049,Extended effects of chronic social stress on the behaviors of adolescents in adulthood,"Purpose: Individuals exposed to social stress in childhood have been shown to be more predisposed to developing psychoemotional disorders in adulthood. The study aims to elicit the influence of hostile social environment in childhood on the behaviors in adult life. Methods: One-month-old adolescent and adult male mice were placed in the neighboring compartments of common cages divided by perforated transparent partitions. The partitions were removed daily to allow the adult males to demonstrate aggression toward the adolescent males. The former attacked and chased the young males which, in turn, demonstrated flight and defense behavior. Agonistic interactions between males continued for less than 3 minutes. Two weeks each young male was placed in an unfamiliar cage with a strange aggressive adult partner living on its own territory. The animal behaviors were studied in the partition, social interactions, elevated plus-maze, and Porsolt swim tests to evaluate the level of communicativeness with a strange partner in home and unfamiliar cages, anxiety and depressiveness, respectively. After exposure to social stress, some of the adolescent mice were placed for three weeks in comfortable conditions, into common cages with friendly partners of the same age. After a period of rest, the behavior of adult males was evaluated in behavioral tests. The male mice of respective age living in littermate groups were used as control. Additionally adult mice exposed to social stress in childhood were engaged in agonistic interactions with non-aggressive strange male mice. BrdU positive cells in the hippocampal subgranular zone of dentate gyrus were analyzed in adolescent and adult mice. Results: Two-week social stress induces a decrease of communicativeness estimated as a behavioral reaction to a neutral partner in the neighboring compartment of the home cage as well as a decrease of social interactions in unfamiliar situation. Moreover, adolescents demonstrate a high level of anxiety in elevated plusmaze test and helplessness in the Porsolt test. The number of BrdU positive cells in the hippocampus of adolescents is significantly lower as compared with the group-housed mice. After three weeks of rest, most behavioral characteristics in different tests as well as the number of BrdU positive cells in hippocampus do not differ from those of the control mice. However, the level of anxiety remains high in adult males exposed to chronic social stress in childhood. In the agonistic interactions, these males are more aggressive: the latency of the first attack is significantly shorter, and the total duration of hostile behavior is longer than in the control mice. Conclusions: Hostile social environment reduces communicativeness, leads to the development of intense anxiety and has a pro-depressive effect in the adolescent mice. Chronic social stress impedes neurogenesis in the hippocampus. An elevated anxiety in childhood persists into the adult life. In agonistic interactions adult male mice are more aggressive.",2013,European Neuropsychopharmacology,"Kovalenko, I.L.; Smagin, D.A.; Galyamina, A.G.; Kudryavtseva, N.N.; Enikolopov, G.N."
D0083360,1,Embase,10.1177/2325967120943491,Embase:L2005929392,"Nontraumatic Exertional Fatalities in Football Players, Part 2: Excess in Conditioning Kills","Background: The incidence of nontraumatic fatalities in high school (HS) and National Collegiate Athletic Association (NCAA) football players has continued at a constant rate since the 1960s. Purpose: To describe the causes of nontraumatic fatalities in HS and NCAA football players and provide prevention strategies. Study Design: Descriptive epidemiology study. Methods: We reviewed 187 fatalities in HS and NCAA nontraumatic football players catalogued by the National Registry of Catastrophic Sports Injuries during a 20-year period between July 1998 and June 2018. Results: The majority (n = 162; 86.6%) of fatalities occurred during a practice or conditioning session. Most fatalities, when timing was known, (n = 126; 70.6%) occurred outside of the regular playing season, with the highest incidence in the August preseason (n = 64; 34.2%). All documented conditioning sessions were supervised by a coach (n = 92) or strength and conditioning coach (n = 40). The exercise regimen at the time of the fatality involved high-intensity aerobic training in 94.7%. Punishment was identified as the intent in 36 fatalities. The average body mass index of the athletes was 32.6 kg/m2. For athletes who died due to exertional heat stroke, the average body mass index was 36.4 kg/m2, and 97.1% were linemen. Conclusion: Most nontraumatic fatalities in HS and NCAA football players occurred during coach-supervised conditioning sessions. The primary cause of exertion-related fatalities was high-intensity aerobic workouts that might have been intended as punishment and/or excess repetitions. Exertion-related fatalities are potentially preventable by applying standards in workout design, holding coaches accountable, and ensuring compliance with the athlete’s health and current welfare policies.",2020,Orthopaedic Journal of Sports Medicine,"Boden, B.P.; Fine, K.M.; Spencer, T.A.; Breit, I.; Anderson, S.A."
D0009139,3,Embase; PubMed; Scopus,10.1186/s12931-015-0312-5,Embase:L607374681; PubMed:26695759; Scopus:2-s2.0-84951044314,Prenatal tobacco smoke exposure increases hospitalizations for bronchiolitis in infants,"Background: Tobacco smoke exposure (TSE) is a worldwide health problem and it is considered a risk factor for pregnant women's and children's health, particularly for respiratory morbidity during the first year of life. Few significant birth cohort studies on the effect of prenatal TSE via passive and active maternal smoking on the development of severe bronchiolitis in early childhood have been carried out worldwide. Methods: From November 2009 to December 2012, newborns born at ≥33 weeks of gestational age (wGA) were recruited in a longitudinal multi-center cohort study in Italy to investigate the effects of prenatal and postnatal TSE, among other risk factors, on bronchiolitis hospitalization and/or death during the first year of life. Results: Two thousand two hundred ten newborns enrolled at birth were followed-up during their first year of life. Of these, 120 (5.4 %) were hospitalized for bronchiolitis. No enrolled infants died during the study period. Prenatal passive TSE and maternal active smoking of more than 15 cigarettes/daily are associated to a significant increase of the risk of offspring children hospitalization for bronchiolitis, with an adjHR of 3.5 (CI 1.5-8.1) and of 1.7 (CI 1.1-2.6) respectively. Conclusions: These results confirm the detrimental effects of passive TSE and active heavy smoke during pregnancy for infants' respiratory health, since the exposure significantly increases the risk of hospitalization for bronchiolitis in the first year of life.",2015,Respiratory Research,Lanari M.
D0131453,1,PsycINFO,,PsycINFO:617822499,Aspetti psichici dei disastri,"Discusses the emotional impact of disasters, the latter defined not only as the catastrophic eruption into an individual's physical world of destructive events (e.g., earthquakes, bombings, droughts) but also as global threats to human survival (e.g., possible nuclear wars). Reactions during and after a catastrophic event are described in neuropsychophysiological (terror followed by depression), psychodynamic (paranoid reactions), and behavioral terms (helplessness, avoidance, and survival-targeted strategies). The need for preventive measures and preventive attitudes is stressed: Some of the worst actual and potential disasters are man-made. An essential role for the medical profession and psychologists in establishing a world-wide authority empowered to solve conflicts in diplomatic terms is outlined. (English abstract) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",1987,"Archivio di Psicologia, Neurologia e Psichiatria","Tullio, Francesco; Ancona, Leonardo"
D0007396,3,Embase; PubMed; Scopus,10.2223/jped.2161,Embase:L364677537; PubMed:22434235; Scopus:2-s2.0-84860193827,Admissions due to pneumonia and biomass burning: A spatial approach,"Objective: To identify spatial patterns in rates of admission for pneumonia among children and relate them to the number of fires reported in the state of Mato Grosso, Brazil. Methods: We conducted an ecological and exploratory study of data from the state of Mato Grosso for 2008 and 2009 on hospital admissions of children aged 0 to 4 years due to pneumonia and on fires in the same period. Admission rates were calculated and choropleth maps were plotted for rates and for fire outbreaks, Moran's I was calculated and the kernel estimator used to identify ""hotspots."" Data were analyzed using TerraView 3.3.1. Results: Fifteen thousand six hundred eighty-nine children were hospitalized (range zero to 2,315), and there were 161,785 fires (range 7 to 6,454). The average rate of admissions per 1,000 inhabitants was 2.89 (standard deviation [SD] = 5.18) and the number of fires per 1,000 inhabitants was 152.81 (SD = 199.91). Moran's I for the overall number of admissions was I = 0.02 (p = 0.26), the index for rate of admission was I = 0.02 (p = 0.21) and the index for the number of fires was I = 0.31 (p < 0.01). It proved possible to identify four municipalities with elevated rates of admissions for pneumonia. It was also possible to identify two regions with high admission densities. A clustering of fires was evident along what is known as the ""arc of deforestation."" Conclusions: This study identified municipalities in the state of Mato Grosso that require interventions to reduce rates of admission due to pneumonia and the number fires. Copyright © by Sociedade Brasileira de Pediatria.",2012,Jornal de Pediatria,"Nascimento, L.F.C.; De Medeiros, A.P.P."
D0103684,1,PubMed,,PubMed:1593247,Hospital efforts in smoking control: remaining barriers and challenges.,"This study reports the barriers and challenges for hospital tobacco control efforts after the institution of smoke-free policies. Surveys of employees and inpatients of five hospitals in Augusta, Georgia, were conducted and evaluated 4 months after joint hospital implementation of smoke-free policies. A random sample of 1997 employees and a convenience sample of 517 inpatients returned usable surveys. Although attitudes to the hospital bans on smoking reflected strong support for smoke-free policies, four out of five hospitals reported significant implementation problems. Despite the bans, 49% of patients who were smokers continued to smoke while hospitalized, and almost one half of all hospitalized smokers had received no advice to quit smoking from a physician or a nurse since admission. Employees and patients both agreed that the smoke-free policies had benefited employees more than patients. Despite achieving a smoke-free status, there are many challenges that remain for comprehensive hospital tobacco-control efforts. Hospitals and health care professionals must remain particularly alert and attentive to the needs of patients and employees still addicted to tobacco.",1992,The Journal of family practice,Goldstein AO; Westbrook WR; Howell RE; Fischer PM
D0093444,1,Embase,10.3390/toxics14030227,Embase:L2044327736,Association of Cooking Behaviors and Kitchen Particulate Matter with Cognitive Function: A Qualitative and Quantitative Study,"The effects of cooking duration and the combined effects of cooking fuel, cooking duration, and ventilation remain unclear, particularly in relation to evidence from measured kitchen particulate matter (PM) exposure. Data were sourced from the Henan Rural Cohort Study and Panel study. Cognitive function was assessed using the Mini-Mental State Examination (MMSE). Cooking fuel, cooking duration, and kitchen ventilation were obtained, and kitchen PM was monitored using U-MINI208. In qualitative analysis, 9403 participants were enrolled. Individuals with long cooking durations scored 0.36 points lower than those with short ones. Those using solid fuels, particularly with long cooking durations and poor ventilation, had the lowest cognitive scores (β = −2.12) and the highest cognitive dysfunction (CD) risk (OR = 1.88). In quantitative analysis, 135 households and 52 individuals were enrolled. Households utilizing solid fuels, longer cooking durations, or natural ventilation showed significantly increased PM concentrations, and elevated kitchen particulate levels are associated with a decline in MMSE scores. Solid fuel, long cooking duration, and poor ventilation are associated with lower cognitive function, highlighting the importance of transitioning to cleaner energy sources, reducing cooking duration, and improving kitchen environments to protect cognition.",2026,Toxics,"Zhang, H.; Baheti, B.; Tian, Y.; Liao, W.; Yuchi, Y.; Li, L.; Hou, J.; Mao, Z.; Li, Y.; Wang, C."
D0065339,1,Embase,10.2174/1381612054367391,Embase:L40872710,Biochemical markers of cardiovascular damage from tobacco smoke,"There is growing evidence that several biochemical constituents of cigarette smoking play a significant role in the development and progression of heart and blood vessel damage, especially atherosclerotic lesions. Some biochemical markers of tobacco smoke may be determined in blood and urine samples. They are also the main responsible factors of cardiovascular harm. Nicotine and its major metabolite, cotinine, carbon monoxide, and thiocyanate seem to be specific markers. Ischaemic heart disease, cardiac arrhythmias, and endothelial dysfunction are the most common evidence of both active and passive smoking exposure. Dosage of cotinine in urine is of easier determination than that of other metabolites in assessing exposure to smoking, although carboxyhaemoglobin levels seem to be a qualitative, but not quantitative factor to estimate either the degree of cardiovascular damage or the level of exposure. Cigarette smoking is addictive because of nicotine, and it is nicotine withdrawal that causes many side effects of quitting smoking as well as the nicotine itself may exacerbate cardiac lesions. Also haematologic changes are a consequence of cigarette smoking exposure. Increased white, blood cells, platelet aggregation and adhesiveness, fibrinogen level, and changes in serum lipids characterise the response to smoking. Anatomical and ultrastructural alterations of the heart and blood vessels are also described as a consequence of negative effects of biochemical markers of cigarette smoking. These alterations are known as ""Smoke cardiomyopathy"" in experimental pathology. © 2005 Bentham Science Publishers Ltd.",2005,Current Pharmaceutical Design,"Leone, A."
D0091046,6,Embase,10.1111/all.16300,Embase:L649857781; Embase:L649857925; Embase:L649858143; Embase:L649858188; Embase:L649858241; Embase:L649859000,The perfect storm: A case of cofactor associated LTP allergy coexisting with cholinergic and vibratory urticaria,"Background: Allergy to LTPs is a frequent cause of food allergy in the Mediterranean area. The symptomatic variability associated with different sensitization profiles and association with cofactors contributes to the severity of the reactions. Rare cases of food-dependent physical urticaria (dermographism and cold urticaria) have been previously reported, but none of them induced anaphylaxis. Method: A 31-year-old vegetarian woman with a previous history of contact urticaria to peach skin, reported mild acute urticaria after exposure to the sun light, hot liquids, intense exercise or laser depilation. Since adolescence she had also experienced several episodes of generalized urticaria associated with exercise, occurring 2-5 h after the ingestion of several foods, including: pumpkin, nuts, raspberries, blackberries, banana and on one occasion, a burrito. In another episode, she presented with generalized urticaria and facial angioedema while surfing with neoprene in cold water, after eating a green apple. Five years ago, she experienced an anaphylactic shock (generalized urticaria, facial angioedema, bronchospasm and hypotension) while running outdoors, a few minutes after eating cherries. The most recent episode of urticaria occurred after running and eating pumpkin cream. She reports good tolerance to food intake in other situations, including a daily breakfast of toast with natural tomato after jogging or cycling in a stationary bicycle. Results: Skin tests performed were positive to: Alternaria (4 × 3 mm), LTP (11 × 4 mm), peanut (4 × 3 mm), peach pulp (4 × 2 mm), peach skin (8 × 5 mm), cherry (5 × 5 mm), celery (3 × 2 mm) and mustard (2 × 2 mm). Histamine (6 × 4 mm). Saline solution (0 × 0 mm). Relevant specific IgE determinations detected using singleplex method: walnut:0.22 kU/L, Pru p 3:1.24 kU/L, Ara h 9:0.19 kU/L, Total IgE:11.80 kU/L, and by a multiplex microarray platform: Pru p 3:0.69 kU/L and Mal d 3:0.31 kU/L. A vortex test and a treadmill test for vibratory and cholinergic urticaria were strongly positive, while dermographism and cold exposure tests, as well as a Temptest(r), were negative. All physical urticaria tests were performed while fasting. Oral provocation tests without physical exercise to peach juice, peeled green apple, peanuts, almonds, banana, walnuts, and cherries were all negative. Conclusion: The simultaneous presence of chronic inducible urticaria (CindU) and exercise-dependent food allergy (EFDA) poses a significant diagnostic and management challenge. Due to overlapping symptoms, accurate diagnosis can be elusive, and conventional food challenge tests may be impractical or even harmful for patients with CindU. In this case, we demonstrate that separating food challenge from specific inducible challenge testing can effectively identify the true allergic trigger, improve patient quality of life, and minimize the risk of adverse reactions. (Figure present).",2024,Allergy: European Journal of Allergy and Clinical Immunology,"Sánchez Fernández, S.; Toscano De Las Heras, T.; Elías Saenz, I.; Parrado Gil, L.; Calvo Alonso, A.; Bodero Sánchez, J.M.; Ferrer, M.; Gastaminza Lasarte, G.; Quan, P.; Argíz ÁLvarez, L."
