dedup_id,title,candidate_topics,mental_health_signal,final_decision,one_line_reason,per_topic,model_name,criteria_version,screened_at
D0069296,A Placebo-Controlled Trial of Bupropion Combined with Nicotine Patch for Smoking Cessation in Schizophrenia,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:45:48
D0078496,Cold agglutination test and mycoplasma pneumoniae (A retrospective study),,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:45:51
D0002166,EEG theta activity and pain insensitivity in self-injurious borderline patients,,yes,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:45:53
D0079954,Individual and organizational factors associated with professional quality of life in Florida fire personnel,wildfire,yes,EXCLUDE,wildfire:EXCLUDE,"{""wildfire"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No explicit wildfire exposure linked to mental health outcomes.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:45:58
D0124856,Atrial fibrillation associated with carbon monoxide poisoning,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:00
D0093546,Association Between Smoking and Opioid Requirement and Pain Intensity in the Early Postoperative Period: A Meta-Analysis,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:02
D0032972,Holocene environmental change in southern Spain deduced from the isotopic record of a high-elevation wetland in Sierra Nevada,,no,EXCLUDE (no eligible topic),No specific hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:04
D0022472,Impact of Ambient PM₁₀ and SO₂ Levels on Intensive Care Unit Admissions Due to Cardiopulmonary Diseases in a Tertiary Care Hospital,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:07
D0102395,"Reactivity to mental stress and cold provocation during long-term treatment with metoprolol, propranolol or hydrochlorothiazide.",,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:09
D0127576,Safety and Efficiency of the Prolonged (72-hour) Use of a Single Heat and Moisture Exchanger in Adult Mechanically Ventilated Critically Ill and Its Impact on t,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:11
D0118312,Mibelli's porokeratosis,,yes,EXCLUDE (no eligible topic),"No specific climate hazard mentioned, but mental deficiency noted.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:14
D0038402,Risk Assessment in High- and Low-MELD Liver Transplantation,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:16
D0006844,Association between Cold Face Test‐induced vagal inhibition and cortisol response to acute stress,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics identified.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:18
D0102772,Eight fires in two months: Touro's encounter with arson.,wildfire,no,EXCLUDE,wildfire:EXCLUDE,"{""wildfire"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Study focuses on arson, not wildfire exposure.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:23
D0102587,[Hygienic evaluation of the dust factor in the operation of the K-10 experimental coal cutter-loader].,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:25
D0094520,Genetic risk of axonal neuropathy following infection,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:27
D0103597,[Unusual wound morphology after textile penetration by the automatic rifle (StG) 58. A case report].,,yes,EXCLUDE (no eligible topic),Record discusses a suicide but lacks a clear environmental hazard topic.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:30
D0044720,Clinical characteristics and clinical predictors of mortality in hospitalised patients of COVID 19: An Indian study,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:32
D0119054,Innovative agents in cancer prevention.,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:34
D0005773,Air conditioning and intrahospital mortality during the 2003 heatwave in Portugal: Evidence of a protective effect,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Outcome is intrahospital mortality, not a mental health outcome.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:39
D0105426,"Health hazard evaluation of police officers and firefighters after Hurricane Katrina--New Orleans, Louisiana, October 17-28 and November 30-December 5, 2005.",cyclone,yes,INCLUDE,cyclone:INCLUDE,"{""cyclone"": {""decision"": ""INCLUDE"", ""review_flag"": false, ""reason"": ""Reports PTSD and depressive symptoms in responders after Hurricane Katrina.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:43
D0006757,"Randomised, multi-centre study of the usefulness of the heat and moisture exchanger (Provox HME®) in laryngectomised patients",,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:46
D0077489,Iatrogenic Air Embolism- Air Embolism during Pacemaker Implantation,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present; mental health signal is present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:48
D0086442,Successful treatment of knee erythromelalgia with topical oxymetazoline,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:50
D0006433,Laboratory simulations show diabatic heating drives cumulus-cloud evolution and entrainment,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:52
D0079106,Are workers at risk of occupational injuries due to heat exposure? A comprehensive literature review,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Only reports occupational injuries, not mental health outcomes.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:57
D0019218,Acute exposure to total and source-specific ambient fine particulate matter and risk of respiratory disease hospitalization in Kuwait,,no,EXCLUDE (no eligible topic),No registered hazard topics present; focuses on PM2.5 and respiratory health.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:46:59
D0105878,The effects of habitual negligence among families with respect to pediatric burns.,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:02
D0037319,Internal tides and tidal cycles of vertical mixing in western Long Island Sound,,no,EXCLUDE (no eligible topic),Temperature is mentioned but not in a clear hazard context.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:04
D0117012,Talc emboli and macular ischemia in intravenous drug abuse,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:07
D0064254,The coronary stress of skiing at high altitude,,no,EXCLUDE (no eligible topic),"Cold exposure is mentioned, but no clear hazard topic is present.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:09
D0128386,Flush Versus Standard Distance From Saphenofemoral Junction in Endovenous Laser Ablation of Great Saphenous Vein,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:12
D0100210,Genetically obese (ob/ob) mice are predisposed to gastric stress ulcers,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:14
D0059211,Genetic effects of physiological and morpho-agronomic traits in popcorn under water stress,drought,no,EXCLUDE,drought:EXCLUDE,"{""drought"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Study measures agronomic traits, not mental health outcomes.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:18
D0042604,British literature and culture in second world wartime: For the duration,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:20
D0107769,Environmental and health implications of DDT-contaminated fish from the Pongolo Flood Plain,flood,no,EXCLUDE,flood:EXCLUDE,"{""flood"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No mention of flooding or mental health outcomes.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:24
D0002833,Use of ultramolecular potencies of allergen to treat asthmatic people allergic to house dust mite: double blind randomised controlled clinical trial.,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:27
D0046321,"The formation mechanism of the typical hot dry rocks in Hunan Province, China",,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:29
D0022272,High-temperature exposure impairs cognitive function by disrupting the gut-brain axis: Evidence from human and rat studies,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Cognitive function is not an eligible mental-health outcome.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:33
D0056749,Efficacy and Mechanism of Action of Ermiao Situ Decoction in Modulating JAK/STAT Pathway in Rats with Damp-heat Eczema,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:35
D0002938,Endovascular repair of external iliac artery occlusion after hip prosthesis migration.,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:38
D0031932,Modelling boreal lake catchment response to anthropogenic acid deposition,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:40
D0026654,Tectonics of the Laptev Sea-Moma 'Rift' Region: Investigation with seismologic broadband data,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:43
D0121570,"Cerebellar expression of copper chaperone for superoxide, cytosolic cu/ n-superoxide dismutase, 4-hydroxy-2-nonenal, acrolein and heat shock rotein 32 in patien",,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:45
D0120721,Nicotine dependence in children from passive smoking,,no,EXCLUDE (no eligible topic),No eligible hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:48
D0012105,Intra-Arrest Induction of Hypothermia via Large-Volume Ice-Cold Saline for Sudden Cardiac Arrest: The New York City Project Hypothermia Experience,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:50
D0001842,Cigarette smoking and coronary heart disease: Risks and management,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:54
D0118717,Randomized Clinical Trial to Evaluate Guidelines for Acute Rhinosinusitis (Phase IV Study),,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:56
D0006185,Secondhand smoke drift: Examining the influence of indoor smoking bans on indoor and outdoor air quality at pubs and bars,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:47:59
D0001821,Short term effects of air pollution on emergency hospital admissions for respiratory disease: results of the APHEA project in two major cities in The Netherland,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:01
D0032489,Exercise and NSAIDs: Effect on muscle protein synthesis in patients with knee osteoarthritis,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:03
D0130973,Biological timekeeping,,yes,EXCLUDE (no eligible topic),No specific climate hazard is mentioned.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:06
D0116655,Medicine and tobacco: a psychosomatic step?,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:08
D0009775,The intensive margin of technology adoption--Experimental evidence on improved cooking stoves in rural Senegal.,wildfire,no,EXCLUDE,wildfire:EXCLUDE,"{""wildfire"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No wildfire exposure or mental health outcomes reported.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:12
D0057882,Te kapa o Te Reureu: keeping the home fires burning,,no,EXCLUDE (no eligible topic),No specific climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:14
D0119065,Acupuncture,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:17
D0018042,Analysis of clinical features and risk factors of necrotizing pneumonia in children,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:19
D0080293,Cost-effectiveness of FOLFIRI + cetuximab vs FOLFIRI + bevacizumab in the first-line (1L) treatment of RAS wild-type (wt) metastatic colorectal cancer (mCRC) in,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:21
D0093829,"Interaction effects of extreme temperature events and air pollutants on neurodegenerative disease mortality: A case-crossover study in a cold-winter, hot-summer",temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Outcome is neurodegenerative disease mortality, not mental health.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:26
D0015128,Nitrogen Effects in Additively Manufactured Martensitic Stainless Steels: Conventional Thermal Processing and Comparison with Wrought,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:28
D0103994,[Treatment of chronic congestive heart failure to improve their quality of life--clinical study of thermal vasodilation therapy].,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:31
D0125072,Non-Invasive Measurement of Absolute Intracranial Pressure in Patients With Mass Effective Brain Tumors,,no,EXCLUDE (no eligible topic),No relevant hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:33
D0024739,The impact of military occupational combustion smoke inhalation on neuroinflammation and brain health,wildfire,yes,EXCLUDE,wildfire:EXCLUDE,"{""wildfire"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental-health outcome reported.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:39
D0105580,[Restless legs syndrome: diagnosis and treatment. Opinion of Brazilian experts].,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:41
D0021836,Hyper-IgE syndrome: A case report,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:44
D0029638,Minimal use of antibiotics for acute respiratory tract infections: Validity and patient satisfaction,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:46
D0008351,"The effect of temperature on cardiovascular disease hospital admissions among elderly people in Thai Nguyen Province, Vietnam.",temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Only cardiovascular disease outcomes reported, no mental health.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:51
D0054926,“Feelings are strong here”: A Proximate Reading of Solastalgia in The Last Pulse,,yes,EXCLUDE (no eligible topic),The record discusses solastalgia but does not specify a clear hazard topic.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:53
D0054409,Use of machine learning tools to predict health risks from climate-sensitive extreme weather events: A scoping review,temperature; flood,yes,INCLUDE (needs review),temperature:INCLUDE | flood:INCLUDE,"{""temperature"": {""decision"": ""INCLUDE"", ""review_flag"": true, ""reason"": ""Includes PTSD as a mental health outcome linked to heat waves.""}, ""flood"": {""decision"": ""INCLUDE"", ""review_flag"": false, ""reason"": ""Study includes flooding and PTSD as outcomes.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:48:59
D0081498,Terror in Paris: Incidence and risk factors for infections related to high-energy ammunition injuries,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:01
D0109568,"Orally disintegrating tablets: Products, technologies, and development issues",,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:04
D0031295,Health impacts estimation of mineralogical and chemical characterization of suspended atmospheric particles over the east desert,,no,EXCLUDE (no eligible topic),No specific hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:06
D0126307,Exercise therapy and pain relief in athletes: A review of the literature,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:08
D0000950,A comparison of 'flooding' and 'successive approximation' in the treatment of agoraphobia,flood,yes,EXCLUDE,flood:EXCLUDE,"{""flood"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Measured outcomes are related to phobias, not mental health from flooding.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:13
D0022933,"Emergency physician interventions in the care of patients with acute coronary syndrome: Comparative, retrospective, observational study",,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:15
D0118367,"Leucocyte agglutinins as a cause of agranulocytosis (pyramidon, etc.)",,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:17
D0093280,Radon and Non-Cancer Pulmonary Health Effects in Children: A State of The Art Review,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:20
D0099200,Behavioral measures of experiential avoidance: The role of context in predicting performance on two stressful tasks,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:22
D0079157,The importance of health behaviours and especially broader self-management abilities for older Turkish immigrants,,yes,EXCLUDE (no eligible topic),No specific climate hazard is mentioned in the record.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:25
D0071491,Extended effects of chronic social stress on the behaviors of adolescents in adulthood,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present; focuses on social stress and mental health.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:27
D0083360,"Nontraumatic Exertional Fatalities in Football Players, Part 2: Excess in Conditioning Kills",,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:29
D0009139,Prenatal tobacco smoke exposure increases hospitalizations for bronchiolitis in infants,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:32
D0131453,Aspetti psichici dei disastri,,yes,EXCLUDE (no eligible topic),The record discusses disasters generally without specifying a particular hazard.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:34
D0007396,Admissions due to pneumonia and biomass burning: A spatial approach,wildfire,no,EXCLUDE,wildfire:EXCLUDE,"{""wildfire"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Outcome is pneumonia, not a mental health measure.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:38
D0103684,Hospital efforts in smoking control: remaining barriers and challenges.,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:42
D0093444,Association of Cooking Behaviors and Kitchen Particulate Matter with Cognitive Function: A Qualitative and Quantitative Study,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:44
D0065339,Biochemical markers of cardiovascular damage from tobacco smoke,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:47
D0091046,The perfect storm: A case of cofactor associated LTP allergy coexisting with cholinergic and vibratory urticaria,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:49
D0093663,Seed microbiota legacy mitigates the effect of drought in wheat,drought,no,EXCLUDE,drought:EXCLUDE,"{""drought"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Study measures plant outcomes, not human mental health.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:53
D0008932,Ambient air pollution and depressive symptoms in older adults: Results from the MOBILIZE Boston study,,yes,EXCLUDE (no eligible topic),No registered hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:55
D0027768,"High-altitude-related disorders - Part I: Pathophysiology, differential diagnosis, and treatment",,no,EXCLUDE (no eligible topic),No registered hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:49:57
D0014532,Association Between Exposure to Hurricane Irma and Mortality and Hospitalization in Florida Nursing Home Residents,cyclone,no,EXCLUDE,cyclone:EXCLUDE,"{""cyclone"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Only reports mortality and hospitalization, not mental health outcomes.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:50:02
D0117827,Smoking habits and disease in Illinois,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:50:05
D0030732,Transplantation: Pump it up: Conserving a precious resource?,,no,EXCLUDE (no eligible topic),No eligible hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:50:07
D0083498,Recounting the FANTOM CAGE-Associated Transcriptome,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:50:09
D0006583,Risk factors for PTSD after Typhoon Morakot among elderly people in Taiwanese aboriginal communities,cyclone,yes,INCLUDE,cyclone:INCLUDE,"{""cyclone"": {""decision"": ""INCLUDE"", ""review_flag"": false, ""reason"": ""Study links Typhoon Morakot to PTSD in elderly population.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:50:15
D0083135,Landscapes of Fire,,no,EXCLUDE (no eligible topic),No specific hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:50:17
D0097667,Reductions in cerebral blood flow during passive heat stress in humans: Partitioning the mechanisms,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Study measures cerebral blood flow, not a mental health outcome.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:50:21
D0069740,Pharmacogenetics and pharmacogenomics of schizophrenia: A review of last decade of research,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:50:24
D0089178,Perinatal diesel exhaust exposure causes persistent changes in the brains of aged mice: An assessment of behavioral and biochemical endpoints related to neurode,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:50:26
D0102778,Heat injury: a possible association with lithium carbonate therapy.,,no,EXCLUDE (no eligible topic),No specific hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:50:28
D0085724,Varying numbers of acute wheezing cases presenting to paediatric emergency during the COVID-19 pandemic,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:50:30
D0127043,"Effect of Lower Extremities Cold Immersion Applied to Patients With Varicose Veins on Quality of Life, Anxiety and Symptoms",,yes,EXCLUDE (no eligible topic),"Abstract lacks specific hazard mention, but includes mental health signal.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:50:33
