dedup_id,title,candidate_topics,mental_health_signal,final_decision,one_line_reason,per_topic,model_name,criteria_version,screened_at
D0091926,Bronchial Thermoplasty in a Veteran With Inhalational Exposure to Combusted Jp-5 Jet Fuel,,no,EXCLUDE (no eligible topic),"Exposure to combusted jet fuel; no ambient temperature, wildfire, flood, cyclone, or drought.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:39:59
D0075851,Timing of onset and recovery of delayed facial palsy after vestibular schwannoma resection: Insight into mechanisms,,no,EXCLUDE (no eligible topic),No climate hazard topic present; record about medical surgery complication,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:40:03
D0041386,An empirical study on deviant behaviors and bullying victimization among children from social bonding perspective,,unclear,EXCLUDE (no eligible topic),No climate hazard mentioned; study focuses on social bonds and bullying among children.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:40:08
D0078794,CHARACTERISTICS AND ENDOSCOPIC MANAGEMENT OF GASTRIC NEUROENDOCRINE TUMORS,,no,EXCLUDE (no eligible topic),No climate hazard topic mentioned; purely clinical study on gastric tumors.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:40:12
D0062559,The effect of pituitary stalk section upon reproductive phenomena in the female rat,,no,EXCLUDE (no eligible topic),Animal study on cold exposure; no human population or climate hazard.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:40:16
D0059341,Green Spaces: Urban Heat Island Mitigation and Building Climate Resilience in Coimbra,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No mental-health outcome; focuses on urban heat island mitigation.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:40:25
D0000964,[Modified implosive (flooding) therapy: treatment of phobias in London].,,yes,EXCLUDE (no eligible topic),"Title refers to flooding therapy, not environmental flood; no abstract.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T09:30:26
D0068199,Pharmacologic agents for smoking cessation: A clinical review,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal mentioned.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:41:02
D0119802,Endometrial ablation for the management of heavy menstrual bleeding in women with bleeding disorders,,unclear,EXCLUDE (no eligible topic),No climate hazard; 'flooding' refers to menstrual flooding.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:41:07
D0000088,Venous versus arterial forearm catecholamines as an index of overall sympatho-adrenomedullary activity.,,no,EXCLUDE (no eligible topic),No mention of any climate hazard; focuses on catecholamine measurement methods.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:41:13
D0020794,Quantitative assessment of interplay between urbanization dynamics and land surface temperature variations using generalized additive model coupled PDP for sust,,no,EXCLUDE (no eligible topic),Study on urbanization and land surface temperature; no climate hazard exposure or mental health signal.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:41:17
D0118324,Physical medicine in cardiovascular diseases,,no,EXCLUDE (no eligible topic),No climate hazard topic mentioned; irrelevant to screening.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:41:22
D0017003,Photoresponsive materials for intensified modulation of Alzheimer's amyloid-β protein aggregation: A review,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:41:25
D0068452,Total laparoscopic hysterectomy a case report of a modified technique,,no,EXCLUDE (no eligible topic),Record describes a surgical technique; no climate hazard or mental health content.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:41:28
D0094353,Tobacco usage among adolescents in Shivamogga. A cross-sectional study,,yes,EXCLUDE (no eligible topic),No climate hazard mentioned; record focuses on tobacco use.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:41:43
D0048706,Enhanced thermoelectric performance of PEDOT: PSS films via ionic liquid post-treatment,,no,EXCLUDE (no eligible topic),"Title and abstract focus on material science, no climate hazard or mental health content.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:41:47
D0015761,Improved morbidity-based air quality health index development using Bayesian multi-pollutant weighted model,,no,EXCLUDE (no eligible topic),No specific climate hazard mentioned; focuses on general air pollution index.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:41:51
D0062313,Die Depression der primären Immunitätsreaktion durch 6-Mercaptopurin und Cyclophosphamid bei verschiedenen Tierarten - I. Die Unterdrückung der primären Immunit,,no,EXCLUDE (no eligible topic),No mention of climate hazards; study on immune depression in rabbits using chemicals.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:41:55
D0123932,"The impact of winter months on patients with deep vein thrombosis (DVT) or pulmonary embolism (PE), a retrospective analysis of hospital outcomes in the United ",,no,EXCLUDE (no eligible topic),"No environmental hazard exposure; seasonal timing only, no ambient temperature measurement.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:42:00
D0069296,A Placebo-Controlled Trial of Bupropion Combined with Nicotine Patch for Smoking Cessation in Schizophrenia,,no,EXCLUDE (no eligible topic),Record is about smoking cessation trial in schizophrenia; no climate hazard exposure.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:42:03
D0078496,Cold agglutination test and mycoplasma pneumoniae (A retrospective study),,no,EXCLUDE (no eligible topic),No climate hazard topic or mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:42:07
D0002166,EEG theta activity and pain insensitivity in self-injurious borderline patients,,yes,EXCLUDE (no eligible topic),"No hazard exposure; cold pressor test is lab-only thermal exposure, not ambient temperature.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:42:14
D0079954,Individual and organizational factors associated with professional quality of life in Florida fire personnel,,yes,EXCLUDE (no eligible topic),No climate hazard topic; record about occupational stress in firefighters.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:42:19
D0124856,Atrial fibrillation associated with carbon monoxide poisoning,,no,EXCLUDE (no eligible topic),No eligible hazard topic; carbon monoxide poisoning from fire not identified as wildfire.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:42:22
D0093546,Association Between Smoking and Opioid Requirement and Pain Intensity in the Early Postoperative Period: A Meta-Analysis,,no,EXCLUDE (no eligible topic),No climate hazard mentioned; record is about smoking and opioid use post-surgery.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:42:26
D0032972,Holocene environmental change in southern Spain deduced from the isotopic record of a high-elevation wetland in Sierra Nevada,,no,EXCLUDE (no eligible topic),Paleoclimatology study; no human hazard exposure or mental health signal.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:42:29
D0022472,Impact of Ambient PM₁₀ and SO₂ Levels on Intensive Care Unit Admissions Due to Cardiopulmonary Diseases in a Tertiary Care Hospital,,no,EXCLUDE (no eligible topic),No mention of any registered hazard; only PM10 and SO2 air pollution.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:42:33
D0102395,"Reactivity to mental stress and cold provocation during long-term treatment with metoprolol, propranolol or hydrochlorothiazide.",,no,EXCLUDE (no eligible topic),"No hazard topic present; cold provocation is a lab test, not ambient exposure.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:42:37
D0127576,Safety and Efficiency of the Prolonged (72-hour) Use of a Single Heat and Moisture Exchanger in Adult Mechanically Ventilated Critically Ill and Its Impact on t,,no,EXCLUDE (no eligible topic),No climate hazard exposure; medical device study on heat and moisture exchanger.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:42:42
D0118312,Mibelli's porokeratosis,,no,EXCLUDE (no eligible topic),No mention of any climate hazard topic; focuses on dermatological condition.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:42:45
D0038402,Risk Assessment in High- and Low-MELD Liver Transplantation,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; liver transplantation risk assessment.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:42:48
D0006844,Association between Cold Face Test‐induced vagal inhibition and cortisol response to acute stress,,unclear,EXCLUDE (no eligible topic),"Cold Face Test is a lab procedure, not ambient temperature exposure; no climate hazard mentioned.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:42:53
D0102772,Eight fires in two months: Touro's encounter with arson.,,no,EXCLUDE (no eligible topic),No climate hazard; arson fires unrelated to wildfire.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:42:58
D0102587,[Hygienic evaluation of the dust factor in the operation of the K-10 experimental coal cutter-loader].,,no,EXCLUDE (no eligible topic),"Title about coal dust exposure, no climate hazard or mental health signal.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:43:03
D0094520,Genetic risk of axonal neuropathy following infection,,no,EXCLUDE (no eligible topic),No climate hazard exposure; study on genetic neuropathy triggered by infection.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:43:07
D0103597,[Unusual wound morphology after textile penetration by the automatic rifle (StG) 58. A case report].,,yes,EXCLUDE (no eligible topic),No climate hazard mentioned; forensic report on gunshot wound.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:43:34
D0044720,Clinical characteristics and clinical predictors of mortality in hospitalised patients of COVID 19: An Indian study,,no,EXCLUDE (no eligible topic),No climate hazard exposure mentioned; study on COVID-19 only.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:43:38
D0119054,Innovative agents in cancer prevention.,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:43:41
D0005773,Air conditioning and intrahospital mortality during the 2003 heatwave in Portugal: Evidence of a protective effect,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Outcome is intrahospital mortality, not mental health/wellbeing.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:43:48
D0105426,"Health hazard evaluation of police officers and firefighters after Hurricane Katrina--New Orleans, Louisiana, October 17-28 and November 30-December 5, 2005.",cyclone,yes,INCLUDE,cyclone:INCLUDE,"{""cyclone"": {""decision"": ""INCLUDE"", ""review_flag"": false, ""reason"": ""Survey of police/firefighters after Hurricane Katrina; depressive and PTSD symptoms reported.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:43:55
D0006757,"Randomised, multi-centre study of the usefulness of the heat and moisture exchanger (Provox HME®) in laryngectomised patients",,no,EXCLUDE (no eligible topic),No climate hazard exposure; study on medical device for laryngectomees.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:43:59
D0077489,Iatrogenic Air Embolism- Air Embolism during Pacemaker Implantation,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal identified.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:44:03
D0086442,Successful treatment of knee erythromelalgia with topical oxymetazoline,,no,EXCLUDE (no eligible topic),No environmental hazard mentioned; record is about medical treatment of erythromelalgia.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:44:07
D0006433,Laboratory simulations show diabatic heating drives cumulus-cloud evolution and entrainment,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; pure cloud physics simulation.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:44:10
D0079106,Are workers at risk of occupational injuries due to heat exposure? A comprehensive literature review,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Outcome is occupational injuries, not mental health/wellbeing.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:44:15
D0019218,Acute exposure to total and source-specific ambient fine particulate matter and risk of respiratory disease hospitalization in Kuwait,,no,EXCLUDE (no eligible topic),No climate hazard mentioned; only PM2.5 air pollution.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:44:19
D0105878,The effects of habitual negligence among families with respect to pediatric burns.,,no,EXCLUDE (no eligible topic),No mention of climate hazards or mental health; focuses on pediatric scald burns from tea.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:44:22
D0037319,Internal tides and tidal cycles of vertical mixing in western Long Island Sound,,no,EXCLUDE (no eligible topic),Record is about oceanography; no climate hazard or mental health signal.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:44:25
D0117012,Talc emboli and macular ischemia in intravenous drug abuse,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:44:29
D0064254,The coronary stress of skiing at high altitude,,no,EXCLUDE (no eligible topic),No ambient temperature or other hazard exposure; focuses on coronary stress during skiing.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:44:32
D0128386,Flush Versus Standard Distance From Saphenofemoral Junction in Endovenous Laser Ablation of Great Saphenous Vein,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; unrelated medical procedure.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:44:35
D0100210,Genetically obese (ob/ob) mice are predisposed to gastric stress ulcers,,no,EXCLUDE (no eligible topic),"Animal study on obesity and ulcers, no environmental hazard or mental health signal.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:44:40
D0059211,Genetic effects of physiological and morpho-agronomic traits in popcorn under water stress,,no,EXCLUDE (no eligible topic),"Record about genetic effects in popcorn under water stress, no human population or mental health signal.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:44:44
D0042604,British literature and culture in second world wartime: For the duration,,no,EXCLUDE (no eligible topic),No mention of climate hazards or mental health; literary analysis of wartime.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:44:50
D0107769,Environmental and health implications of DDT-contaminated fish from the Pongolo Flood Plain,,no,EXCLUDE (no eligible topic),No candidate hazard topics or mental health signal present; only DDT contamination in fish.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:44:53
D0002833,Use of ultramolecular potencies of allergen to treat asthmatic people allergic to house dust mite: double blind randomised controlled clinical trial.,,no,EXCLUDE (no eligible topic),No climate hazard mentioned; study on homoeopathic immunotherapy for asthma.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:44:55
D0046321,"The formation mechanism of the typical hot dry rocks in Hunan Province, China",,no,EXCLUDE (no eligible topic),Geothermal geology study; no climate hazard or mental health content.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:44:58
D0022272,High-temperature exposure impairs cognitive function by disrupting the gut-brain axis: Evidence from human and rat studies,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Measured outcome is cognitive function, not an eligible mental-health/wellbeing outcome.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:45:05
D0056749,Efficacy and Mechanism of Action of Ermiao Situ Decoction in Modulating JAK/STAT Pathway in Rats with Damp-heat Eczema,,no,EXCLUDE (no eligible topic),No hazard topic or mental health signal; study is animal model for eczema.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:45:08
D0002938,Endovascular repair of external iliac artery occlusion after hip prosthesis migration.,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal mentioned.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:45:11
D0031932,Modelling boreal lake catchment response to anthropogenic acid deposition,,no,EXCLUDE (no eligible topic),"Record about lake acidification modeling, not related to climate hazards or mental health.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:45:14
D0026654,Tectonics of the Laptev Sea-Moma 'Rift' Region: Investigation with seismologic broadband data,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; purely tectonic/seismological.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:45:17
D0121570,"Cerebellar expression of copper chaperone for superoxide, cytosolic cu/ n-superoxide dismutase, 4-hydroxy-2-nonenal, acrolein and heat shock rotein 32 in patien",,no,EXCLUDE (no eligible topic),No ambient hazard exposure; cellular heat shock protein unrelated to environmental temperature.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:45:20
D0120721,Nicotine dependence in children from passive smoking,,no,EXCLUDE (no eligible topic),No hazard topic mentioned; title is about passive smoking and nicotine dependence.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:45:26
D0012105,Intra-Arrest Induction of Hypothermia via Large-Volume Ice-Cold Saline for Sudden Cardiac Arrest: The New York City Project Hypothermia Experience,,no,EXCLUDE (no eligible topic),No ambient climate hazard; hypothermia is medical intervention.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:45:29
D0001842,Cigarette smoking and coronary heart disease: Risks and management,,no,EXCLUDE (no eligible topic),No climate hazard mentioned; focuses on smoking and coronary heart disease.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:45:33
D0118717,Randomized Clinical Trial to Evaluate Guidelines for Acute Rhinosinusitis (Phase IV Study),,no,EXCLUDE (no eligible topic),Title and abstract have no mention of climate hazards or mental health.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:45:35
D0006185,Secondhand smoke drift: Examining the influence of indoor smoking bans on indoor and outdoor air quality at pubs and bars,,no,EXCLUDE (no eligible topic),No mention of climate hazards or mental health.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:45:38
D0001821,Short term effects of air pollution on emergency hospital admissions for respiratory disease: results of the APHEA project in two major cities in The Netherland,,no,EXCLUDE (no eligible topic),No mention of any climate hazard; only air pollution and respiratory outcomes.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:45:42
D0032489,Exercise and NSAIDs: Effect on muscle protein synthesis in patients with knee osteoarthritis,,no,EXCLUDE (no eligible topic),No climate hazard or mental-health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:45:44
D0130973,Biological timekeeping,,unclear,EXCLUDE (no eligible topic),No mention of any of the five hazard topics; only circadian biology.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:45:49
D0116655,Medicine and tobacco: a psychosomatic step?,,unclear,EXCLUDE (no eligible topic),No climate hazard topic detected; record is about smoking behavior and psychosomatic approach.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:45:52
D0009775,The intensive margin of technology adoption--Experimental evidence on improved cooking stoves in rural Senegal.,,no,EXCLUDE (no eligible topic),No mention of any climate hazard; focuses on indoor cooking stove smoke.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:45:55
D0057882,Te kapa o Te Reureu: keeping the home fires burning,,no,EXCLUDE (no eligible topic),No mention of climate hazards or mental health; record is about cultural practices.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:45:59
D0119065,Acupuncture,,no,EXCLUDE (no eligible topic),No hazard topic or mental health signal in title/abstract.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:46:01
D0018042,Analysis of clinical features and risk factors of necrotizing pneumonia in children,,no,EXCLUDE (no eligible topic),No mention of any climate hazard; study on pediatric pneumonia risk factors.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:46:05
D0080293,Cost-effectiveness of FOLFIRI + cetuximab vs FOLFIRI + bevacizumab in the first-line (1L) treatment of RAS wild-type (wt) metastatic colorectal cancer (mCRC) in,,no,EXCLUDE (no eligible topic),No hazard or mental health topic; clinical trial on cancer treatment.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:46:08
D0093829,"Interaction effects of extreme temperature events and air pollutants on neurodegenerative disease mortality: A case-crossover study in a cold-winter, hot-summer",temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Outcome is neurodegenerative disease mortality, not mental health/wellbeing.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:46:15
D0015128,Nitrogen Effects in Additively Manufactured Martensitic Stainless Steels: Conventional Thermal Processing and Comparison with Wrought,,no,EXCLUDE (no eligible topic),"Record is about metallurgy, no climate hazard or mental health signal.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:46:18
D0103994,[Treatment of chronic congestive heart failure to improve their quality of life--clinical study of thermal vasodilation therapy].,,no,EXCLUDE (no eligible topic),No climate hazard topic; record about thermal vasodilation therapy for heart failure.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:46:22
D0125072,Non-Invasive Measurement of Absolute Intracranial Pressure in Patients With Mass Effective Brain Tumors,,no,EXCLUDE (no eligible topic),No hazard or mental health signal in title/abstract.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:46:25
D0024739,The impact of military occupational combustion smoke inhalation on neuroinflammation and brain health,wildfire,no,EXCLUDE,wildfire:EXCLUDE,"{""wildfire"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Review on neuroinflammation from smoke; no measured mental-health outcome.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:46:35
D0105580,[Restless legs syndrome: diagnosis and treatment. Opinion of Brazilian experts].,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal related to climate.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:46:38
D0021836,Hyper-IgE syndrome: A case report,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:46:41
D0029638,Minimal use of antibiotics for acute respiratory tract infections: Validity and patient satisfaction,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:46:44
D0008351,"The effect of temperature on cardiovascular disease hospital admissions among elderly people in Thai Nguyen Province, Vietnam.",temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Outcome is cardiovascular admissions, not mental health.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:46:50
D0054926,“Feelings are strong here”: A Proximate Reading of Solastalgia in The Last Pulse,,yes,EXCLUDE (no eligible topic),Literary analysis of novel; no human population exposure data.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:46:57
D0054409,Use of machine learning tools to predict health risks from climate-sensitive extreme weather events: A scoping review,temperature; flood,yes,INCLUDE (needs review),temperature:INCLUDE | flood:INCLUDE,"{""temperature"": {""decision"": ""INCLUDE"", ""review_flag"": true, ""reason"": ""Scoping review of ML for heat-related health risks including PTSD.""}, ""flood"": {""decision"": ""INCLUDE"", ""review_flag"": true, ""reason"": ""Scoping review includes flooding and PTSD outcome.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:47:12
D0081498,Terror in Paris: Incidence and risk factors for infections related to high-energy ammunition injuries,,no,EXCLUDE (no eligible topic),No climate hazard mentioned; record is about wound infections from terrorist attacks.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:47:15
D0109568,"Orally disintegrating tablets: Products, technologies, and development issues",,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal present; record is about pharmaceutical technology.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:47:19
D0031295,Health impacts estimation of mineralogical and chemical characterization of suspended atmospheric particles over the east desert,,no,EXCLUDE (no eligible topic),No specific climate hazard topic; only general air pollution and dust.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:47:23
D0126307,Exercise therapy and pain relief in athletes: A review of the literature,,no,EXCLUDE (no eligible topic),No mention of climate hazards or mental health; topic is exercise therapy for pain in athletes.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:47:26
D0000950,A comparison of 'flooding' and 'successive approximation' in the treatment of agoraphobia,,yes,EXCLUDE (no eligible topic),"Flooding is a therapy technique, not an environmental hazard.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:47:30
D0022933,"Emergency physician interventions in the care of patients with acute coronary syndrome: Comparative, retrospective, observational study",,no,EXCLUDE (no eligible topic),No mention of any climate hazard; focuses on medical interventions for acute coronary syndrome.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:47:33
D0118367,"Leucocyte agglutinins as a cause of agranulocytosis (pyramidon, etc.)",,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal in title/abstract.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:47:38
D0093280,Radon and Non-Cancer Pulmonary Health Effects in Children: A State of The Art Review,,no,EXCLUDE (no eligible topic),No hazard topic; focuses on radon exposure and respiratory health.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:47:41
D0099200,Behavioral measures of experiential avoidance: The role of context in predicting performance on two stressful tasks,,no,EXCLUDE (no eligible topic),No mention of climate hazard topics; lab-based thermal exposure not ambient.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:47:45
D0079157,The importance of health behaviours and especially broader self-management abilities for older Turkish immigrants,,yes,EXCLUDE (no eligible topic),No climate hazard mentioned; focuses on health behaviours and self-management.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:47:57
D0071491,Extended effects of chronic social stress on the behaviors of adolescents in adulthood,,yes,EXCLUDE (no eligible topic),Animal study on social stress in mice; no climate hazard exposure.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T08:48:00
