conflict_group,reason,dedup_id,source,source_id,doi,title,year,first_author
climate and lymphoedema what we know from the literature,first_author_conflict,D0113438,Embase,L2032030050,,Climate and lymphoedema: What we know from the literature,2024,Witt
the factors contributing to the hair loss among adults in university of cyberjaya selangor,first_author_conflict,D0113442,Scopus,2-s2.0-85208200187,,"The factors contributing to the hair loss among adults in University of Cyberjaya, Selangor",2024,Devan P.V.
the factors contributing to the hair loss among adults in university of cyberjaya selangor,first_author_conflict,D0113443,Embase,L2031667289,,"The factors contributing to the hair loss among adults in University of Cyberjaya, Selangor",2024,Devan
the factors contributing to the hair loss among adults in university of cyberjaya selangor,first_author_conflict,D0113444,Embase,L650565255,,"The factors contributing to the hair loss among adults in University of Cyberjaya, Selangor",2024,Devan
the factors contributing to the hair loss among adults in university of cyberjaya selangor,first_author_conflict,D0113445,Embase,L650694244,,"The factors contributing to the hair loss among adults in University of Cyberjaya, Selangor",2024,Devan
rapid recovery in henoch schonlen purpura patient with short term pulse dose corticosteroid,first_author_conflict,D0113451,Scopus,2-s2.0-85197819737,,Rapid recovery in Henoch Schonlen purpura patient with short term pulse dose corticosteroid,2024,Winaya K.K.
rapid recovery in henoch schonlen purpura patient with short term pulse dose corticosteroid,first_author_conflict,D0113452,Embase,L2033163812,,Rapid recovery in Henoch Schonlen purpura patient with short term pulse dose corticosteroid,2024,Winaya
silent beats spontaneous recovery of transient ventricular asystole following high spinal cord injury,first_author_conflict,D0113459,Scopus,2-s2.0-85194938745,,Silent Beats: Spontaneous Recovery of Transient Ventricular Asystole following High Spinal Cord Injury,2024,Malani S.K.
silent beats spontaneous recovery of transient ventricular asystole following high spinal cord injury,first_author_conflict,D0113460,Embase,L2032587452,,Silent Beats: Spontaneous Recovery of Transient Ventricular Asystole following High Spinal Cord Injury,2024,Malani
hypohidrotic ectodermal dysplasia christ siemens touraine syndrome a case report,first_author_conflict,D0113468,Scopus,2-s2.0-85184747870,,Hypohidrotic Ectodermal Dysplasia/ Christ-Siemens-Touraine Syndrome: A case report,2024,Arooba Z.
hypohidrotic ectodermal dysplasia christ siemens touraine syndrome a case report,first_author_conflict,D0113469,Embase,L2030135440,,Hypohidrotic Ectodermal Dysplasia/ Christ-Siemens-Touraine Syndrome: A case report,2024,Arooba
prolonged prothrombin time due to drug drug interaction of warfarin after the change from bosentan to macitentan a case ,first_author_conflict,D0113472,Scopus,2-s2.0-85217862281,,Prolonged Prothrombin Time due to Drug–Drug Interaction of Warfarin after the Change from Bosentan to Macitentan: A Case of Pharmacist Intervention in the Outpatient Clinic,2024,Kurimura T.
prolonged prothrombin time due to drug drug interaction of warfarin after the change from bosentan to macitentan a case ,first_author_conflict,D0113473,Embase,L2035655092,,Prolonged Prothrombin Time due to Drug–Drug Interaction of Warfarin after the Change from Bosentan to Macitentan: A Case of Pharmacist Intervention in the Outpatient Clinic,2024,Kurimura
back to basics for back to school,first_author_conflict,D0113496,Scopus,2-s2.0-85208443555,,Back to Basics for Back to School,2024,Hennessy M.
back to basics for back to school,first_author_conflict,D0113497,Embase,L2031677793,,Back to Basics for Back to School,2024,Hennessy
home care programme for post discharge older adults abridged secondary publication,first_author_conflict,D0113503,Scopus,2-s2.0-85205979446,,Home care programme for post-discharge older adults: abridged secondary publication,2024,Wong E.L.Y.
home care programme for post discharge older adults abridged secondary publication,first_author_conflict,D0113504,Embase,L2035707937,,Home care programme for post-discharge older adults: abridged secondary publication,2024,Wong
prevalence of self reported postpartum depressive symptoms and related factors in women living in puerto rico 2017 2020,first_author_conflict,D0113557,Scopus,2-s2.0-105025062257,,Prevalence of Self-Reported Postpartum Depressive Symptoms and Related Factors in Women living in Puerto Rico (2017–2020),2025,Rodríguez-Reynaldo M.
prevalence of self reported postpartum depressive symptoms and related factors in women living in puerto rico 2017 2020,first_author_conflict,D0113558,Embase,L649582999,,Prevalence of Self-Reported Postpartum Depressive Symptoms and Related Factors in Women living in Puerto Rico (2017-2020),2025,Rodríguez-Reynaldo
urban greening and renewable energy in riyadh environmental and public health perspectives within saudi arabia s vision ,first_author_conflict,D0113559,Scopus,2-s2.0-105028628571,,Urban Greening and Renewable Energy in Riyadh: Environmental and Public Health Perspectives within Saudi Arabia’s Vision 2030,2025,Mahmoud M.A.
urban greening and renewable energy in riyadh environmental and public health perspectives within saudi arabia s vision ,first_author_conflict,D0113560,Embase,L2037639274,,Urban Greening and Renewable Energy in Riyadh: Environmental and Public Health Perspectives within Saudi Arabia’s Vision 2030,2025,Mahmoud
acute low back pain diagnosis and management,first_author_conflict,D0113562,Scopus,2-s2.0-105021869408,,Acute Low Back Pain: Diagnosis and Management,2025,Earwood J.S.
acute low back pain diagnosis and management,first_author_conflict,D0113563,Embase,L2041673046,,Acute Low Back Pain: Diagnosis and Management,2025,Earwood
a 30 year trends of autism incidence in iranian children under 5 years a brief report,first_author_conflict,D0113565,Scopus,2-s2.0-105033486368,,A 30-year trends of autism incidence in Iranian children under 5 years: a brief report,2025,Soodejani M.T.
a 30 year trends of autism incidence in iranian children under 5 years a brief report,first_author_conflict,D0113566,Embase,L2044293758,,A 30-year trends of autism incidence in Iranian children under 5 years: a brief report,2025,Soodejani
the relationship between heat strain and perceived stress among college students a cross sectional study,first_author_conflict,D0113568,Scopus,2-s2.0-105019396507,,The Relationship Between Heat Strain and Perceived Stress Among College Students: A Cross-Sectional Study,2025,Ayran S.M.J.I.
the relationship between heat strain and perceived stress among college students a cross sectional study,first_author_conflict,D0113569,PsycINFO,3283676762,,The relationship between heat strain and perceived stress among college students: A cross-sectional study,2025,Ayran
epidemiology and clinical features of covid 19 patients admitted to udayana university hospital bali during the first tw,first_author_conflict,D0113570,Scopus,2-s2.0-105012441151,,"Epidemiology and Clinical Features of Covid-19 Patients Admitted To Udayana University Hospital, Bali, During The First Two Years of Covid-19 Pandemic",2025,Purnamasidhi C.A.W.
epidemiology and clinical features of covid 19 patients admitted to udayana university hospital bali during the first tw,first_author_conflict,D0113571,Embase,L2036959970,,"Epidemiology and Clinical Features of Covid-19 Patients Admitted To Udayana University Hospital, Bali, During The First Two Years of Covid-19 Pandemic",2025,Purnamasidhi
evaluating associations and contributing factors of descending pain modulation and autonomic nervous system activity in ,first_author_conflict,D0113575,Scopus,2-s2.0-105013338639,,Evaluating Associations and Contributing Factors of Descending Pain Modulation and Autonomic Nervous System Activity in Chronic and Nonchronic Knee Pain,2025,Uzawa H.
evaluating associations and contributing factors of descending pain modulation and autonomic nervous system activity in ,first_author_conflict,D0113576,Embase,L2036997437,,Evaluating Associations and Contributing Factors of Descending Pain Modulation and Autonomic Nervous System Activity in Chronic and Nonchronic Knee Pain,2025,Uzawa
an overview on hyperthyroidism pathogenesis diagnosis management complications and prognosis a review article,first_author_conflict,D0113582,Scopus,2-s2.0-105022407843,,"An overview on hyperthyroidism: pathogenesis, diagnosis,management, complications and prognosis: a review article",2025,Reyhan S.K.
an overview on hyperthyroidism pathogenesis diagnosis management complications and prognosis a review article,first_author_conflict,D0113583,Embase,L2041721182,,"An overview on hyperthyroidism: pathogenesis, diagnosis,management, complications and prognosis: a review article",2025,Reyhan
are unusual bacteria becoming common causative agents of infective endocarditis,first_author_conflict,D0113584,Scopus,2-s2.0-105003313904,,Are Unusual Bacteria Becoming Common Causative Agents of Infective Endocarditis?,2025,Paul S.
are unusual bacteria becoming common causative agents of infective endocarditis,first_author_conflict,D0113585,Embase,L2036167278,,Are Unusual Bacteria Becoming Common Causative Agents of Infective Endocarditis?,2025,Paul
idiopathic plantar hidradenitis in a 5 year old girl after exposure to wet footwear,first_author_conflict,D0113586,Scopus,2-s2.0-105001992370,,Idiopathic plantar hidradenitis in a 5-year-old girl after exposure to wet footwear,2025,Grech E.
idiopathic plantar hidradenitis in a 5 year old girl after exposure to wet footwear,first_author_conflict,D0113587,Embase,L2036057241,,Idiopathic plantar hidradenitis in a 5-year-old girl after exposure to wet footwear,2025,Grech
association between stressors after hurricanes irma and maria and psychological distress in patients with active breast ,first_author_conflict,D0113590,Scopus,2-s2.0-105001143829,,Association between Stressors after Hurricanes Irma and María and Psychological Distress in Patients with Active Breast and Colorectal Cancer Treatment,2025,Berríos H.
association between stressors after hurricanes irma and maria and psychological distress in patients with active breast ,first_author_conflict,D0113591,Embase,L647046675,,Association between Stressors after Hurricanes Irma and María and Psychological Distress in Patients with Active Breast and Colorectal Cancer Treatment,2025,Berríos
immediate public health surveillance response to cyclone chido mayotte 14 december 2024,first_author_conflict,D0113595,Scopus,2-s2.0-85218424135,,"Immediate public health surveillance response to cyclone Chido, Mayotte, 14 December 2024",2025,Soler M.
immediate public health surveillance response to cyclone chido mayotte 14 december 2024,first_author_conflict,D0113596,Embase,L2037555142,,"Immediate public health surveillance response to cyclone Chido, Mayotte, 14 December 2024",2025,Soler
distribution of traditional chinese medicine syndromes in intrahepatic cholestasis of pregnancy and its association with,first_author_conflict,D0113604,Scopus,2-s2.0-105027473165,,Distribution of traditional Chinese medicine syndromes in intrahepatic cholestasis of pregnancy and its association with perinatal outcomes,2025,Jin C.
distribution of traditional chinese medicine syndromes in intrahepatic cholestasis of pregnancy and its association with,first_author_conflict,D0113605,Embase,L2042734077,,Distribution of traditional Chinese medicine syndromes in intrahepatic cholestasis of pregnancy and its association with perinatal outcomes,2025,Jin
clinical features and traditional chinese medicine syndrome distribution of treatment naive patients with hepatitis b vi,first_author_conflict,D0113606,Scopus,2-s2.0-105027413692,,Clinical features and traditional Chinese medicine syndrome distribution of treatment-naïve patients with hepatitis B virus-related primary liver cancer： An analysis of 99 cases,2025,Tao T.
clinical features and traditional chinese medicine syndrome distribution of treatment naive patients with hepatitis b vi,first_author_conflict,D0113607,Embase,L2042734080,,Clinical features and traditional Chinese medicine syndrome distribution of treatment-naïve patients with hepatitis B virus-related primary liver cancer: An analysis of 99 cases,2025,Tao
not just another fever recognising recurrent fever syndromes in children,first_author_conflict,D0113621,Scopus,2-s2.0-105020847747,,Not just another fever Recognising recurrent fever syndromes in children,2025,Bleathman F.
not just another fever recognising recurrent fever syndromes in children,first_author_conflict,D0113622,Embase,L2037277367,,Not just another fever Recognising recurrent fever syndromes in children,2025,Bleathman
impact of climate change on mental health quantitative research,first_author_conflict,D0113679,Scopus,2-s2.0-105030171196,,Impact of climate change on mental health Quantitative research,2026,Mika E.
impact of climate change on mental health quantitative research,first_author_conflict,D0113680,Embase,L2037710338,,Impact of climate change on mental health Quantitative research,2026,Mika
measles in selangor a comparative analysis between adults and children using the e measles registry 2015 2024,first_author_conflict,D0113700,Scopus,2-s2.0-105029884857,,"Measles in Selangor: A Comparative Analysis Between Adults and Children Using the E-Measles Registry, 2015-2024",2026,Ismail N.S.
measles in selangor a comparative analysis between adults and children using the e measles registry 2015 2024,first_author_conflict,D0113701,Embase,L2037679871,,"Measles in Selangor: A Comparative Analysis Between Adults and Children Using the E-Measles Registry, 2015-2024",2026,Ismail
the treatment of gastro oesophageal reflux disease with traditional chinese medicine,first_author_conflict,D0113702,Scopus,2-s2.0-105029437288,,The Treatment of Gastro-Oesophageal Reflux Disease with Traditional Chinese Medicine,2026,Sun P.
the treatment of gastro oesophageal reflux disease with traditional chinese medicine,first_author_conflict,D0113703,Embase,L2043448688,,The Treatment of Gastro-Oesophageal Reflux Disease with Traditional Chinese Medicine,2026,Sun
left out in the cold,first_author_conflict,D0113720,Scopus,2-s2.0-0024979208,,Left out in the cold.,1989,Hatch S.
left out in the cold,first_author_conflict,D0113721,Embase,L19514253,,Left out in the cold.,1989,Hatch
piracetam in the treatment of non articular rheumatism,first_author_conflict,D0113742,Scopus,2-s2.0-0024566334,,Piracetam in the treatment of non-articular rheumatism,1989,Glas-Schottl R.
piracetam in the treatment of non articular rheumatism,first_author_conflict,D0113743,Embase,L19131561,,Piracetam in the treatment of non-articular rheumatism,1989,Glas-Schottl
well being during indapamide treatment a benefit of blood pressure control,first_author_conflict,D0113747,Scopus,2-s2.0-0024524267,,Well-being during indapamide treatment: A benefit of blood pressure control,1989,Pirrelli A.
well being during indapamide treatment a benefit of blood pressure control,first_author_conflict,D0113748,Embase,L19114042,,Well-being during indapamide treatment: A benefit of blood pressure control,1989,Pirrelli
severe eczema herpeticum is associated with prolonged depression of cell mediated immunity to herpes simplex virus,first_author_conflict,D0113750,Scopus,2-s2.0-0024490191,,Severe eczema herpeticum is associated with prolonged depression of cell-mediated immunity to herpes simplex virus.,1989,Vestey J.P.
severe eczema herpeticum is associated with prolonged depression of cell mediated immunity to herpes simplex virus,first_author_conflict,D0113751,Embase,L19460288,,Severe eczema herpeticum is associated with prolonged depression of cell-mediated immunity to herpes simplex virus.,1989,Vestey
whole body cryotherapy in a cold air chamber at 110 c,first_author_conflict,D0113758,Scopus,2-s2.0-0024375177,,Whole body cryotherapy in a cold air chamber at -110°C,1989,Fricke R.
whole body cryotherapy in a cold air chamber at 110 c,first_author_conflict,D0113759,Embase,L19139742,,Whole body cryotherapy in a cold air chamber at -110°C,1989,Fricke
the failed revolution in health care role of management,first_author_conflict,D0113761,Scopus,2-s2.0-0024334611,,The failed revolution in health care - Role of management,1989,Herzlinger R.
the failed revolution in health care role of management,first_author_conflict,D0113762,Embase,L19159609,,The failed revolution in health care - Role of management,1989,Herzlinger
a double blind randomized crossover study of adverse experiences among hypertensive patients treated with atenolol and m,first_author_conflict,D0113763,Scopus,2-s2.0-0024334419,,"A double-blind, randomized, crossover study of adverse experiences among hypertensive patients treated with atenolol and methyldopa",1989,Glazer N.
a double blind randomized crossover study of adverse experiences among hypertensive patients treated with atenolol and m,first_author_conflict,D0113764,Embase,L19138596,,"A double-blind, randomized, crossover study of adverse experiences among hypertensive patients treated with atenolol and methyldopa",1989,Glazer
modifications of kinetic properties of erythrocyte tryptophan membrane transport in depressive illness,first_author_conflict,D0113766,Scopus,2-s2.0-0024324644,,Modifications of kinetic properties of erythrocyte tryptophan membrane transport in depressive illness,1989,Jeanningros R.
modifications of kinetic properties of erythrocyte tryptophan membrane transport in depressive illness,first_author_conflict,D0113767,Embase,L19152964,,Modifications of kinetic properties of erythrocyte tryptophan membrane transport in depressive illness,1989,Jeanningros
replantation service in helsinki university central hospital 1980 1985,first_author_conflict,D0113768,Scopus,2-s2.0-0024269505,,Replantation service in Helsinki University Central Hospital 1980-1985,1988,Asko-Seljavaara S.
replantation service in helsinki university central hospital 1980 1985,first_author_conflict,D0113769,Embase,L19018863,,Replantation service in Helsinki University Central Hospital 1980-1985,1988,Asko-Seljavaara
juvenile alcohol use and self destructive behaviour in northern populations a cross cultural comparison,first_author_conflict,D0113771,Scopus,2-s2.0-0024154721,,Juvenile alcohol use and self-destructive behaviour in northern populations. A cross-cultural comparison.,1988,Jilek-Aall L.
juvenile alcohol use and self destructive behaviour in northern populations a cross cultural comparison,first_author_conflict,D0113772,Embase,L20815062,,Juvenile alcohol use and self-destructive behaviour in northern populations. A cross-cultural comparison.,1988,Jilek-Aall
mental health for all in the year 2000 also in the arctic,first_author_conflict,D0113773,Scopus,2-s2.0-0024149443,,Mental health for all in the year 2000--also in the Arctic.,1988,Lynge I.
mental health for all in the year 2000 also in the arctic,first_author_conflict,D0113774,Embase,L20815052,,Mental health for all in the year 2000--also in the Arctic.,1988,Lynge
environment society and health quality of life issues in the contemporary north,first_author_conflict,D0113775,Scopus,2-s2.0-0024149442,,"Environment, society and health. Quality of life issues in the contemporary north.",1988,Freeman M.M.
environment society and health quality of life issues in the contemporary north,first_author_conflict,D0113776,Embase,L20815042,,"Environment, society and health. Quality of life issues in the contemporary north.",1988,Freeman
chiropractic management of a patient with arthritis associated with systemic lupus erythematosus,first_author_conflict,D0113789,Scopus,2-s2.0-0024262132,,Chiropractic management of a patient with arthritis associated with systemic lupus erythematosus,1988,Grier A.R.
chiropractic management of a patient with arthritis associated with systemic lupus erythematosus,first_author_conflict,D0113790,Embase,L19101860,,Chiropractic management of a patient with arthritis associated with systemic lupus erythematosus,1988,Grier
symptoms in hypertensive patients the effect of treatment withdrawal,first_author_conflict,D0113796,Scopus,2-s2.0-0024212481,,Symptoms in hypertensive patients: The effect of treatment withdrawal,1988,Cooper W.D.
symptoms in hypertensive patients the effect of treatment withdrawal,first_author_conflict,D0113797,Embase,L19067426,,Symptoms in hypertensive patients: the effect of treatment withdrawal,1988,Cooper
non a non b post transfusion hepatitis epidemiological features and results of prospective studies including preventive ,first_author_conflict,D0113812,Scopus,2-s2.0-0023952127,,"Non-A, non-B post-transfusion hepatitis. Epidemiological features and results of prospective studies including preventive measures",1988,Tremolada F.
non a non b post transfusion hepatitis epidemiological features and results of prospective studies including preventive ,first_author_conflict,D0113813,Embase,L18140919,,"Non-A, non-B post-transfusion hepatitis. Epidemiological features and results of prospective studies including preventive measures",1988,Tremolada
enterotoxigenic escherichia coli diarrhea in an edemic area prepares the intestine for an anamnestic immunoglobulin a an,first_author_conflict,D0113814,Scopus,2-s2.0-0023945638,,Enterotoxigenic Escherichia coli diarrhea in an edemic area prepares the intestine for an anamnestic immunoglobulin A antitoxin response to oral cholera B subunit vaccination,1988,Holmgren J.
enterotoxigenic escherichia coli diarrhea in an edemic area prepares the intestine for an anamnestic immunoglobulin a an,first_author_conflict,D0113815,Embase,L18032156,,Enterotoxigenic Escherichia coli diarrhea in an edemic area prepares the intestine for an anamnestic immunoglobulin A antitoxin response to oral cholera B subunit vaccination,1988,Holmgren
analgesic effect of epidural buprenorphine in volunteers,first_author_conflict,D0113817,Scopus,2-s2.0-0023940052,,Analgesic effect of epidural buprenorphine in volunteers,1988,Tsubaki T.
analgesic effect of epidural buprenorphine in volunteers,first_author_conflict,D0113818,Embase,L18147174,,Analgesic effect of epidural buprenorphine in volunteers,1988,Tsubaki
is the kallikrein kinin system activated by polymorphonuclear leukocytes,first_author_conflict,D0113819,Scopus,2-s2.0-0023931515,,Is the kallikrein-kinin system activated by polymorphonuclear leukocytes?,1988,Tschesche H.
is the kallikrein kinin system activated by polymorphonuclear leukocytes,first_author_conflict,D0113820,Embase,L18112696,,Is the kallikrein-kinin system activated by polymorphonuclear leukocytes?,1988,Tschesche
congestion hemorrhage as burn outcome,first_author_conflict,D0113823,Scopus,2-s2.0-0023761674,,Congestion hemorrhage as burn outcome?,1988,Scharschmidt A.
congestion hemorrhage as burn outcome,first_author_conflict,D0113824,Embase,L18274227,,Congestion hemorrhage as burn outcome?,1988,Scharschmidt
morphological details of close range gunshot wounds on clothed or covered parts of the body,first_author_conflict,D0113826,Scopus,2-s2.0-0023694254,,Morphological details of close range gunshot wounds on clothed or covered parts of the body,1988,Pollak S.
morphological details of close range gunshot wounds on clothed or covered parts of the body,first_author_conflict,D0113827,Embase,L18217822,,Morphological details of close range gunshot wounds on clothed or covered parts of the body,1988,Pollak
an evaluation of once daily long acting propranolol hydrochloride inderal la and half inderal la in the treatment of anx,first_author_conflict,D0113828,Scopus,2-s2.0-0023681321,,An evaluation of once daily long acting propranolol hydrochloride (Inderal LA and Half-Inderal LA) in the treatment of anxiety. A double-blind placebo-controlled general practice study,1988,Hudson C.
an evaluation of once daily long acting propranolol hydrochloride inderal la and half inderal la in the treatment of anx,first_author_conflict,D0113829,Embase,L18248397,,An evaluation of once daily long acting propranolol hydrochloride (Inderal LA and Half-Inderal LA) in the treatment of anxiety. A double-blind placebo-controlled general practice study,1988,Hudson
a comparative study of conventional and long acting formulations of propranolol in essential hypertension,first_author_conflict,D0113840,Scopus,2-s2.0-0023141709,,A comparative study of conventional and long-acting formulations of propranolol in essential hypertension,1987,Hudson C.F.E.
a comparative study of conventional and long acting formulations of propranolol in essential hypertension,first_author_conflict,D0113841,Embase,L17020533,,A comparative study of conventional and long-acting formulations of propranolol in essential hypertension,1987,Hudson
enalapril atenolol and hydrochlorothiazide a double blind randomized study,first_author_conflict,D0113846,Scopus,2-s2.0-0023668626,,"Enalapril, atenolol and hydrochlorothiazide. A double-blind randomized study",1987,Helgeland A.
enalapril atenolol and hydrochlorothiazide a double blind randomized study,first_author_conflict,D0113847,Embase,L17166625,,"Enalapril, atenolol and hydrochlorothiazide. A double-blind randomized study",1987,Helgeland
differentiation of saprophytic mycobacteria in routine diagnostic procedures,first_author_conflict,D0113848,Scopus,2-s2.0-0023611617,,Differentiation of saprophytic mycobacteria in routine diagnostic procedures,1987,Warburg D.
differentiation of saprophytic mycobacteria in routine diagnostic procedures,first_author_conflict,D0113849,Embase,L18041838,,Differentiation of saprophytic mycobacteria in routine diagnostic procedures,1987,Warburg
signs and symptoms of heat exhaustion during strenuous exercise,first_author_conflict,D0113850,Scopus,2-s2.0-0023585183,,Signs and symptoms of heat exhaustion during strenuous exercise,1987,Armstrong L.
signs and symptoms of heat exhaustion during strenuous exercise,first_author_conflict,D0113851,Embase,L18089439,,Signs and symptoms of heat exhaustion during strenuous exercise,1987,Armstrong
the influence of exercise on stress states using psychophysiological indices,first_author_conflict,D0113868,Scopus,2-s2.0-0023248272,,The influence of exercise on stress states using psychophysiological indices,1987,Subhan S.
the influence of exercise on stress states using psychophysiological indices,first_author_conflict,D0113869,Embase,L17129367,,The influence of exercise on stress states using psychophysiological indices,1987,Subhan
a comparison between metoprolol 200 mg and metoprolol 100 mg plus 12 5 mg hydrochlorothiazide in non responders to an in,first_author_conflict,D0113871,Scopus,2-s2.0-0023204832,,A comparison between metoprolol 200 mg and metoprolol 100 mg plus 12.5 mg hydrochlorothiazide in non-responders to an initial dose of metoprolol 100 mg in uncomplicated mild to moderate hypertension,1987,Van Der Veur E.
a comparison between metoprolol 200 mg and metoprolol 100 mg plus 12 5 mg hydrochlorothiazide in non responders to an in,first_author_conflict,D0113872,Embase,L17197095,,A comparison between metoprolol 200 mg and metoprolol 100 mg plus 12.5 mg hydrochlorothiazide in non-responders to an initial dose of metoprolol 100 mg in uncomplicated mild to moderate hypertension,1987,Van Der Veur
current concepts in clinical therapeutics disease modifying drugs for rheumatoid arthritis,first_author_conflict,D0113873,Scopus,2-s2.0-0023198157,,Current concepts in clinical therapeutics: Disease-modifying drugs for rheumatoid arthritis,1987,Pugh M.
current concepts in clinical therapeutics disease modifying drugs for rheumatoid arthritis,first_author_conflict,D0113874,Embase,L17088528,,Current concepts in clinical therapeutics: Disease-modifying drugs for rheumatoid arthritis,1987,Pugh
treatment of coronary heart disease with the beta 1 receptor blocker celiprolol in a long term study of twelve months,first_author_conflict,D0113875,Scopus,2-s2.0-0023178715,,Treatment of coronary heart disease with the beta-1-receptor-blocker Celiprolol in a long-term study of twelve months,1987,Klinger D.
treatment of coronary heart disease with the beta 1 receptor blocker celiprolol in a long term study of twelve months,first_author_conflict,D0113876,Embase,L17094242,,Treatment of coronary heart disease with the beta-1-receptor-blocker Celiprolol in a long-term study of twelve months,1987,Klinger
visual analogue scales for side effects of beta adrenoceptor blocking drugs reproducibility of scoring,first_author_conflict,D0113879,Scopus,2-s2.0-0023154595,,Visual analogue scales for side-effects of beta-adrenoceptor blocking drugs: Reproducibility of scoring,1987,Lewis R.V.
visual analogue scales for side effects of beta adrenoceptor blocking drugs reproducibility of scoring,first_author_conflict,D0113880,Embase,L17047406,,Visual analogue scales for side-effects of beta-adrenoceptor blocking drugs: Reproducibility of scoring,1987,Lewis
two burned bodies with self inflicted wounds autopsy case reports with some discussion of death due of fire,first_author_conflict,D0113884,Scopus,2-s2.0-0023033215,,Two burned bodies with self-inflicted wounds: Autopsy case reports with some discussion of death due of fire,1986,Terazawa K.
two burned bodies with self inflicted wounds autopsy case reports with some discussion of death due of fire,first_author_conflict,D0113885,Embase,L17217679,,Two burned bodies with self-inflicted wounds: Autopsy case reports with some discussion of death due of fire,1986,Terazawa
effects of atropine on thermoregulatory responses to exercise in different environments,first_author_conflict,D0113888,Scopus,2-s2.0-0023019049,,Effects of atropine on thermoregulatory responses to exercise in different environments,1986,Cadarette B.
effects of atropine on thermoregulatory responses to exercise in different environments,first_author_conflict,D0113889,Embase,L17206946,,Effects of atropine on thermoregulatory responses to exercise in different environments,1986,Cadarette
flasking and heat polymerization of complete dentures a pressure and depressurization associated system,first_author_conflict,D0113905,Scopus,2-s2.0-0023052736,,Flasking and heat polymerization of complete dentures: a pressure and depressurization-associated system,1986,Louis J.
flasking and heat polymerization of complete dentures a pressure and depressurization associated system,first_author_conflict,D0113906,Embase,L16760277,,Flasking and heat polymerization of complete dentures: a pressure and depressurization-associated system,1986,Louis
magnetic resonance imaging of the lumbar spine,first_author_conflict,D0113911,Scopus,2-s2.0-0023028847,,Magnetic resonance imaging of the lumbar spine,1986,Downing M.
magnetic resonance imaging of the lumbar spine,first_author_conflict,D0113912,Embase,L17204497,,Magnetic resonance imaging of the lumbar spine,1986,Downing
a one year double blind placebo controlled study of the efficacy and safety of almitrine bismesylate in hypoxic cold pat,first_author_conflict,D0113913,Scopus,2-s2.0-0022992956,,A one-year double-blind placebo-controlled study of the efficacy and safety of almitrine bismesylate in hypoxic COLD patients,1986,Ansquer J.
a one year double blind placebo controlled study of the efficacy and safety of almitrine bismesylate in hypoxic cold pat,first_author_conflict,D0113914,Embase,L17180264,,A one-year double-blind placebo-controlled study of the efficacy and safety of almitrine bismesylate in hypoxic COLD patients,1986,Ansquer
comparative tolerability of labetolol versus propranolol atenolol pindolol metoprolol and nadolol,first_author_conflict,D0113916,Scopus,2-s2.0-0022930896,,"Comparative tolerability of labetolol versus propranolol, atenolol, pindolol, metoprolol, and nadolol",1986,Burris J.F.
comparative tolerability of labetolol versus propranolol atenolol pindolol metoprolol and nadolol,first_author_conflict,D0113917,Embase,L18167603,,"Comparative tolerability of labetolol versus propranolol, atenolol, pindolol, metoprolol, and nadolol",1986,Burris
chinese with english abstract,year_gap_gt_1,D0113919,Scopus,2-s2.0-0022909862,,Chinese with English abstract,1986,Chen Z.
chinese with english abstract,year_gap_gt_1,D0113920,Scopus,2-s2.0-0020865308,,Chinese with English abstract,1983,Wang X.
comparative measurement of cutaneous oxygen tension p cu o2 on healthy subjects and patients with progressive scleroderm,first_author_conflict,D0113932,Scopus,2-s2.0-0022560065,,Comparative measurement of cutaneous oxygen tension (p(cu)O2) on healthy subjects and patients with progressive sclerodermia,1986,Hiller D.
comparative measurement of cutaneous oxygen tension p cu o2 on healthy subjects and patients with progressive scleroderm,first_author_conflict,D0113933,Embase,L16125735,,Comparative measurement of cutaneous oxygen tension (p(cu)O2) on healthy subjects and patients with progressive sclerodermia,1986,Hiller
low sedation potential of buspirone compared with alprazolam and lorazepam in the treatment of anxious patients a double,first_author_conflict,D0113934,Scopus,2-s2.0-0022543046,,Low-sedation potential of buspirone compared with alprazolam and lorazepam in the treatment of anxious patients: A double-blind study,1986,Cohn J.
low sedation potential of buspirone compared with alprazolam and lorazepam in the treatment of anxious patients a double,first_author_conflict,D0113935,Embase,L16045143,,Low-sedation potential of buspirone compared with alprazolam and lorazepam in the treatment of anxious patients: A double-blind study,1986,Cohn
discontinuation of home apnea monitoring a time of stress for parents,first_author_conflict,D0113938,Scopus,2-s2.0-0022415244,,Discontinuation of home apnea monitoring: A time of stress for parents,1985,Camfield C.
discontinuation of home apnea monitoring a time of stress for parents,first_author_conflict,D0113939,Embase,L15094239,,Discontinuation of home apnea monitoring: A time of stress for parents,1985,Camfield
sustained release formulation of ambroxol in medium term treatment of chronic obstructive bronchopneumopathy,first_author_conflict,D0113940,Scopus,2-s2.0-0022362872,,Sustained release formulation of ambroxol in medium-term treatment of chronic obstructive bronchopneumopathy,1985,Donner C.F.
sustained release formulation of ambroxol in medium term treatment of chronic obstructive bronchopneumopathy,first_author_conflict,D0113941,Embase,L15238443,,Sustained release formulation of ambroxol in medium-term treatment of chronic obstructive bronchopneumopathy,1985,Donner
continuous sympathetic nerve blocks in cold injury of the extremities,first_author_conflict,D0113942,Scopus,2-s2.0-0022358540,,Continuous sympathetic nerve blocks in cold injury of the extremities,1985,Wolf C.
